Источник,ID,Sheet_ID,Название_листа,Название_проекта,Описание,Google_Sheets_URL,Исполнитель,Контрагент,Регион,Количество_товаров,Статус,Дата_создания
SheetMetadata,1401,1IIO9n3vG-g8N5Qen7wwQ89BGgFvomUeXXYduUwR813E,google_sheet_20250923_2150.0,,,https://docs.google.com/spreadsheets/d/1IIO9n3vG-g8N5Qen7wwQ89BGgFvomUeXXYduUwR813E/edit,,,,0,pending,
SheetMetadata,1402,1_P2lenmLLGe4c9bO9Ak0rkbzdjf-yn3imeMBORRiS30,google_sheet_20250923_от_1000_до_3000,,,https://docs.google.com/spreadsheets/d/1_P2lenmLLGe4c9bO9Ak0rkbzdjf-yn3imeMBORRiS30/edit,,,,0,pending,
SheetMetadata,1403,1aLs5pfZugvvu3W_fhPN5quJujYRS0LV0k2FtE5hcM14,google_sheet_20250923_от_50_до_1000,,,https://docs.google.com/spreadsheets/d/1aLs5pfZugvvu3W_fhPN5quJujYRS0LV0k2FtE5hcM14/edit?gid=0#gid=0,,,,0,pending,
SheetMetadata,1404,1JzTuZxTrht9WFlRDU4nIz09hSYOxv2yQjnbQnl6Em9s,google_sheet_20250923_от_150_до_1000,,,https://docs.google.com/spreadsheets/d/1JzTuZxTrht9WFlRDU4nIz09hSYOxv2yQjnbQnl6Em9s/edit,,,,0,pending,
SheetMetadata,1405,1Stao2vvS4zt4yt1HexqvqA8VybatwiH33eDjHxGwQUM,google_sheet_20250923_от_300_до_5000,,,https://docs.google.com/spreadsheets/d/1Stao2vvS4zt4yt1HexqvqA8VybatwiH33eDjHxGwQUM/edit,,,,0,pending,
SheetMetadata,1406,1zbiFeQV5ktzF8hAbYwJwnDMrtbn6IuwPUgoSB3GKvQI,google_sheet_20250923_от_300_до_5000,,,https://docs.google.com/spreadsheets/d/1zbiFeQV5ktzF8hAbYwJwnDMrtbn6IuwPUgoSB3GKvQI/edit?usp=sharing,,,,0,pending,
SheetMetadata,1407,14m1EL_0Uv5JiMDP2waGAMCsEYYSeBU8NwWhSsGJxVWs,google_sheet_20250923_от_300_до_2000,,,https://docs.google.com/spreadsheets/d/14m1EL_0Uv5JiMDP2waGAMCsEYYSeBU8NwWhSsGJxVWs/edit?usp=sharing,,,,0,pending,
SheetMetadata,1408,10Z4PPmzWUfSLEn5O_34yIHIXm7XRiBsauVkclYLMu28,google_sheet_20250923_от_100_до_5000,,,https://docs.google.com/spreadsheets/d/10Z4PPmzWUfSLEn5O_34yIHIXm7XRiBsauVkclYLMu28/edit,,,,0,pending,
SheetMetadata,1409,1h2psTPC5hxw0NNJBj-tl98qqYDBNAFZ43Ri18UQZ0tA,google_sheet_20250923_100000.0,,,https://docs.google.com/spreadsheets/d/1h2psTPC5hxw0NNJBj-tl98qqYDBNAFZ43Ri18UQZ0tA/edit,,,,0,pending,
SheetMetadata,1410,1eeV2mh3_oy8qU3T_dooLzP-8DGbIcvhCjRMKZo2A6zo,google_sheet_20250923_570.0,,,https://docs.google.com/spreadsheets/d/1eeV2mh3_oy8qU3T_dooLzP-8DGbIcvhCjRMKZo2A6zo/edit,,,,0,pending,
SheetMetadata,1411,17J3k1kSCru1g1Gu4owDTux0Z7ndQtfWGVnGjzhRJCp0,google_sheet_20250923_от_300_до_300000,,,https://docs.google.com/spreadsheets/d/17J3k1kSCru1g1Gu4owDTux0Z7ndQtfWGVnGjzhRJCp0/edit,,,,0,pending,
SheetMetadata,1412,1Ms3rHYMcnpkSxRymwrBF-qjIZ3YjdT17vANilFyFLNA,google_sheet_20250923_1000.0,,,https://docs.google.com/spreadsheets/d/1Ms3rHYMcnpkSxRymwrBF-qjIZ3YjdT17vANilFyFLNA/edit,,,,0,pending,
SheetMetadata,1413,1MXIT32-9ZklcTw9cQZEGuIVgc0ziATZ0CTyRP9U1dNk,google_sheet_20250923_2000.0,,,https://docs.google.com/spreadsheets/d/1MXIT32-9ZklcTw9cQZEGuIVgc0ziATZ0CTyRP9U1dNk/edit,,,,0,pending,
SheetMetadata,1414,1rs06FoDwiBzXDPkIL1ikokh2O7I70tBiJPZGgR81vnQ,google_sheet_20250923_100000.0,,,https://docs.google.com/spreadsheets/d/1rs06FoDwiBzXDPkIL1ikokh2O7I70tBiJPZGgR81vnQ/edit,,,,0,pending,
SheetMetadata,1415,1aQ9lguTnxxU-uSMmvfddwlO815ng2nWJHQ77vZu6TQE,google_sheet_20250923_100.0,,,https://docs.google.com/spreadsheets/d/1aQ9lguTnxxU-uSMmvfddwlO815ng2nWJHQ77vZu6TQE/edit,,,,0,pending,
SheetMetadata,1416,1gn5JJauDZ_TgoIfPjCrFM4KUcQ7vJH3DKaK80oFRAxg,google_sheet_20250923_от_30_до_200,,,https://docs.google.com/spreadsheets/d/1gn5JJauDZ_TgoIfPjCrFM4KUcQ7vJH3DKaK80oFRAxg/edit,,,,0,pending,
SheetMetadata,1417,1xFLAGDMsytAbc7jreMU09ydSfMwHi1r3Cyy9iOh5_A8,google_sheet_20250923_от_15_до_100,,,https://docs.google.com/spreadsheets/d/1xFLAGDMsytAbc7jreMU09ydSfMwHi1r3Cyy9iOh5_A8/edit,,,,0,pending,
SheetMetadata,1418,1OUCwH2MOEyp1mw53ZtWEoC6ugy0wDIJUz5wXzNyjPrg,google_sheet_20250923_300.0,,,https://docs.google.com/spreadsheets/d/1OUCwH2MOEyp1mw53ZtWEoC6ugy0wDIJUz5wXzNyjPrg/edit,,,,0,pending,
SheetMetadata,1419,1SjrWLg_wzUITeEOmEil9QGuOf4fBZfiuSJqMRCiaCmU,google_sheet_20250923_от_1000_до_3000,,,https://docs.google.com/spreadsheets/d/1SjrWLg_wzUITeEOmEil9QGuOf4fBZfiuSJqMRCiaCmU/edit,,,,0,pending,
SheetMetadata,1420,11GI6MMFu5It-45PNd1DS8A2-Ms1o9AqRfNTJ5br1mGE,google_sheet_20250923_от_20_до_300,,,https://docs.google.com/spreadsheets/d/11GI6MMFu5It-45PNd1DS8A2-Ms1o9AqRfNTJ5br1mGE/edit,,,,0,pending,
SheetMetadata,1421,1cn7WykGjbXTbOUaxLysGaDx2CCQVi6s6F9UCloI96HA,google_sheet_20250923_от_300_до_1000,,,https://docs.google.com/spreadsheets/d/1cn7WykGjbXTbOUaxLysGaDx2CCQVi6s6F9UCloI96HA/edit,,,,0,pending,
SheetMetadata,1422,1KyzAJSsTzU74bfbs5lvmlfOP-EMZqfyG7CAQOKgjkpA,google_sheet_20250923_300.0,,,https://docs.google.com/spreadsheets/d/1KyzAJSsTzU74bfbs5lvmlfOP-EMZqfyG7CAQOKgjkpA/edit,,,,0,pending,
SheetMetadata,1423,15cClwwPfFQ9xPoM2-Fv79B4vO6-sBFm9cLn-Eprjqus,google_sheet_20250923_от_300_до_500,,,https://docs.google.com/spreadsheets/d/15cClwwPfFQ9xPoM2-Fv79B4vO6-sBFm9cLn-Eprjqus/edit,,,,0,pending,
SheetMetadata,1424,1zTJ_2woTwCQC3GmzT4Fx15jAMocuYZ0A_vApY7vQQCY,google_sheet_20250923_от_300_до_100000,,,https://docs.google.com/spreadsheets/d/1zTJ_2woTwCQC3GmzT4Fx15jAMocuYZ0A_vApY7vQQCY/edit,,,,0,pending,
SheetMetadata,1425,1AKHd7loHP7xqG8q8ZfDSD-iyfblYfSDwgfRbsYvhVhI,google_sheet_20250923_500.0,,,https://docs.google.com/spreadsheets/d/1AKHd7loHP7xqG8q8ZfDSD-iyfblYfSDwgfRbsYvhVhI/edit,,,,0,pending,
SheetMetadata,1426,1RpENSXSJHlpURqpw9WKaPxX3qdbSgryapiKhJoLXoMQ,google_sheet_20250923_554.0,,,https://docs.google.com/spreadsheets/d/1RpENSXSJHlpURqpw9WKaPxX3qdbSgryapiKhJoLXoMQ/edit?usp=sharing,,,,0,pending,
SheetMetadata,1427,1INcZWfaZrC0fOWjjuwyU-SJEG1852WNJkyMZ3j3ipb8,google_sheet_20250923_120.0,,,https://docs.google.com/spreadsheets/d/1INcZWfaZrC0fOWjjuwyU-SJEG1852WNJkyMZ3j3ipb8/edit?usp=sharing,,,,0,pending,
SheetMetadata,1428,1z7kJ_x3BwWIorsdm5_qYG6pE202apOckm9yyo3V-gks,google_sheet_20250923_от_500_до_2000,,,https://docs.google.com/spreadsheets/d/1z7kJ_x3BwWIorsdm5_qYG6pE202apOckm9yyo3V-gks/edit?usp=sharing,,,,0,pending,
SheetMetadata,1429,1hDEt5WrNeSJFMSKjTvKiQIz8fnoOhhjn2e_ago61RBw,google_sheet_20250923_1.0,,,https://docs.google.com/spreadsheets/d/1hDEt5WrNeSJFMSKjTvKiQIz8fnoOhhjn2e_ago61RBw/edit,,,,0,pending,
SheetMetadata,1430,1-hzeZcAYWmN-wzHxl_PRSB_NGgUFk_qJwj6AY9LhhnY,google_sheet_20250923_от_300_до_700,,,https://docs.google.com/spreadsheets/d/1-hzeZcAYWmN-wzHxl_PRSB_NGgUFk_qJwj6AY9LhhnY/edit,,,,0,pending,
SheetMetadata,1431,1PkrtRb72d_Z-LWkDADzyIXWWuTUYKfAf7XOeb1VHYls,google_sheet_20250923_от_300_до_500,,,https://docs.google.com/spreadsheets/d/1PkrtRb72d_Z-LWkDADzyIXWWuTUYKfAf7XOeb1VHYls/edit,,,,0,pending,
SheetMetadata,1432,1MR-3pegdxoatPeVCEBmT1HR5cUtUV06Hwc5dIjEDmpE,google_sheet_20250923_от_110_до_3000,,,https://docs.google.com/spreadsheets/d/1MR-3pegdxoatPeVCEBmT1HR5cUtUV06Hwc5dIjEDmpE/edit,,,,0,pending,
SheetMetadata,1433,1B6DjZqzX6H3ZYnqcNC41AYOCUTG0tU190rqeSk1yK24,google_sheet_20250923_от_100_до_10000,,,https://docs.google.com/spreadsheets/d/1B6DjZqzX6H3ZYnqcNC41AYOCUTG0tU190rqeSk1yK24/edit,,,,0,pending,
SheetMetadata,1434,1kMt2Ue0BMU-7LQqg0UHHQfcbckvNyx_l1s7ujaLA5aE,google_sheet_20250923_1000.0,,,https://docs.google.com/spreadsheets/d/1kMt2Ue0BMU-7LQqg0UHHQfcbckvNyx_l1s7ujaLA5aE/edit,,,,0,pending,
SheetMetadata,1435,1z4TbJLfnrpeHtSwOINoJklT2rBCsu86ruPY179oUfS4,google_sheet_20250923_от_500_до_600,,,https://docs.google.com/spreadsheets/d/1z4TbJLfnrpeHtSwOINoJklT2rBCsu86ruPY179oUfS4/edit,,,,0,pending,
SheetMetadata,1436,1xeYa2gPUinR_TVz3S0pLtwOCPSufyBrj_KhURQhTF-M,google_sheet_20250923_8000.0,,,https://docs.google.com/spreadsheets/d/1xeYa2gPUinR_TVz3S0pLtwOCPSufyBrj_KhURQhTF-M/edit,,,,0,pending,
SheetMetadata,1437,1VIgzIiXtAjvF8AFt0BJCfpP60ttQbmAPQj0haR1WbjA,google_sheet_20250923_100000.0,,,https://docs.google.com/spreadsheets/d/1VIgzIiXtAjvF8AFt0BJCfpP60ttQbmAPQj0haR1WbjA/edit,,,,0,pending,
SheetMetadata,1438,1vbe8UjiQKgElYXmzK3raqo-uEVGpTZsR7Y8b5RWFURE,google_sheet_20250923_от_2000_до_10000,,,https://docs.google.com/spreadsheets/d/1vbe8UjiQKgElYXmzK3raqo-uEVGpTZsR7Y8b5RWFURE/edit,,,,0,pending,
SheetMetadata,1439,1HHHo43L8loxJGnUOTuW7YGGt4gtMc_Cm5KyMuN9ZI8k,google_sheet_20250923_200.0,,,https://docs.google.com/spreadsheets/d/1HHHo43L8loxJGnUOTuW7YGGt4gtMc_Cm5KyMuN9ZI8k/edit,,,,0,pending,
SheetMetadata,1440,1_rR9Tb7JyZQqjzXXXylwOdc5RN_rK4mLHFdgyra5SpM,google_sheet_20250923_от_10000_до_50000,,,https://docs.google.com/spreadsheets/d/1_rR9Tb7JyZQqjzXXXylwOdc5RN_rK4mLHFdgyra5SpM/edit,,,,0,pending,
SheetMetadata,1441,1vAtD9z2rjxrD1U2ma3gQs_tGXEux8KFk1efNEpv0_-E,google_sheet_20250923_от_300_до_3000,,,https://docs.google.com/spreadsheets/d/1vAtD9z2rjxrD1U2ma3gQs_tGXEux8KFk1efNEpv0_-E/edit,,,,0,pending,
SheetMetadata,1442,13bstKvXu0V5iZVUSBiRn2Vch-_aPR-a4gkT61Mh_bu4,google_sheet_20250923_1396.0,,,https://docs.google.com/spreadsheets/d/13bstKvXu0V5iZVUSBiRn2Vch-_aPR-a4gkT61Mh_bu4/edit,,,,0,pending,
SheetMetadata,1443,1qAYCrxgZ4OyfQ5FWjgOeut9DlHs5c-HZqxf8SP1Ld3Y,google_sheet_20250923_от_3000_до_4000,,,https://docs.google.com/spreadsheets/d/1qAYCrxgZ4OyfQ5FWjgOeut9DlHs5c-HZqxf8SP1Ld3Y/edit,,,,0,pending,
SheetMetadata,1444,1xPaNueHTphBY28AepHna7OsRdA3E1c49FReP4fwA43k,google_sheet_20250923_150.0,,,https://docs.google.com/spreadsheets/d/1xPaNueHTphBY28AepHna7OsRdA3E1c49FReP4fwA43k/edit,,,,0,pending,
SheetMetadata,1445,1kX8grJtu2IBZfhY8mFudKD8731hdx6VjWdIkQEWBNpY,google_sheet_20250923_5000.0,,,https://docs.google.com/spreadsheets/d/1kX8grJtu2IBZfhY8mFudKD8731hdx6VjWdIkQEWBNpY/edit,,,,0,pending,
SheetMetadata,1446,1zTnidM8cbGTCHjgoFcyDjsitdbBxT0rabsc8kus9Wsk,google_sheet_20250923_от_5000_до_10000,,,https://docs.google.com/spreadsheets/d/1zTnidM8cbGTCHjgoFcyDjsitdbBxT0rabsc8kus9Wsk/edit,,,,0,pending,
SheetMetadata,1447,1Uwv2XoWklvvISZUTvbUINqGt5SgcI2lFNFwb5DKFiNE,google_sheet_20250923_575.0,,,https://docs.google.com/spreadsheets/d/1Uwv2XoWklvvISZUTvbUINqGt5SgcI2lFNFwb5DKFiNE/edit,,,,0,pending,
SheetMetadata,1448,1A0pQxa7S83WlIMNtJMYjlGgxuqXnQCaIiLHlIU1RwEI,google_sheet_20250923_от_300_до_1500,,,https://docs.google.com/spreadsheets/d/1A0pQxa7S83WlIMNtJMYjlGgxuqXnQCaIiLHlIU1RwEI/edit,,,,0,pending,
SheetMetadata,1449,1_XRup71eoHDyPyB3-E42BGD9tjsuTg-UTgMtaYRd8PY,google_sheet_20250923_от_1_до_4,,,https://docs.google.com/spreadsheets/d/1_XRup71eoHDyPyB3-E42BGD9tjsuTg-UTgMtaYRd8PY/edit,,,,0,pending,
SheetMetadata,1450,1fHSRAF3xwVHjm45OYtO_3pyiYTww-t-Hnh9g0EHqsjc,google_sheet_20250923_от_700_до_900,,,https://docs.google.com/spreadsheets/d/1fHSRAF3xwVHjm45OYtO_3pyiYTww-t-Hnh9g0EHqsjc/edit,,,,0,pending,
SheetMetadata,1451,1JNsHhHTHG4hX6lH4AvAWzoTVjdXA9YhUjWV4bDTy-pM,google_sheet_20250923_от_150000_до_200000,,,https://docs.google.com/spreadsheets/d/1JNsHhHTHG4hX6lH4AvAWzoTVjdXA9YhUjWV4bDTy-pM/edit,,,,0,pending,
SheetMetadata,1452,1emDYu2Frc9nV-2g_xPsxoncRagFE3k-qdXht5RMvavM,google_sheet_20250923_27.0,,,https://docs.google.com/spreadsheets/d/1emDYu2Frc9nV-2g_xPsxoncRagFE3k-qdXht5RMvavM/edit,,,,0,pending,
SheetMetadata,1453,1RSyoedf8F2pSG9nFrkIC7JCmqQ9EVFmKwHSglKrE8R0,google_sheet_20250923_от_500_до_1000,,,https://docs.google.com/spreadsheets/d/1RSyoedf8F2pSG9nFrkIC7JCmqQ9EVFmKwHSglKrE8R0/edit,,,,0,pending,
SheetMetadata,1454,1acJQ6nfajfZemYy2MiziUwDGEPgOcAnyRjiSdOhXCaQ,google_sheet_20250923_от_5000_до_35000,,,https://docs.google.com/spreadsheets/d/1acJQ6nfajfZemYy2MiziUwDGEPgOcAnyRjiSdOhXCaQ/edit,,,,0,pending,
SheetMetadata,1455,10gsrxjw-w5UNHaHT0Pgj_WcNbovK_gLOTXLVo15WH2I,google_sheet_20250923_200.0,,,https://docs.google.com/spreadsheets/d/10gsrxjw-w5UNHaHT0Pgj_WcNbovK_gLOTXLVo15WH2I/edit,,,,0,pending,
SheetMetadata,1456,1u5KATGXhU8wknhjerafvMH5-tk_N1qvdid-c_JigXPU,google_sheet_20250923_500.0,,,https://docs.google.com/spreadsheets/d/1u5KATGXhU8wknhjerafvMH5-tk_N1qvdid-c_JigXPU/edit,,,,0,pending,
SheetMetadata,1457,1097pgQuFeE_KabMLXEHvwb0DWbjgXbOHR3u4VG6VUb4,google_sheet_20250923_650.0,,,https://docs.google.com/spreadsheets/d/1097pgQuFeE_KabMLXEHvwb0DWbjgXbOHR3u4VG6VUb4/edit,,,,0,pending,
SheetMetadata,1458,1jgl7t6PMEBU9bTy9BE5NLKA9-xoV437gpbVjibmOXyI,google_sheet_20250923_5000.0,,,https://docs.google.com/spreadsheets/d/1jgl7t6PMEBU9bTy9BE5NLKA9-xoV437gpbVjibmOXyI/edit,,,,0,pending,
SheetMetadata,1459,1qToMJtknVJyiIoJOe52hntm5kwOZHKrRL2SDuii-Adk,google_sheet_20250923_346.0,,,https://docs.google.com/spreadsheets/d/1qToMJtknVJyiIoJOe52hntm5kwOZHKrRL2SDuii-Adk/edit,,,,0,pending,
SheetMetadata,1460,1-loopq3i77PzosJdJSjxTASVocXdQ15bGWmtEErjoZo,google_sheet_20250923_10000.0,,,https://docs.google.com/spreadsheets/d/1-loopq3i77PzosJdJSjxTASVocXdQ15bGWmtEErjoZo/edit,,,,0,pending,
SheetMetadata,1461,145ocMdYcF2CyPV1ifi9W2gcmBP2eGCtvihVpRzLe1Q8,google_sheet_20250923_500.0,,,https://docs.google.com/spreadsheets/d/145ocMdYcF2CyPV1ifi9W2gcmBP2eGCtvihVpRzLe1Q8/edit,,,,0,pending,
SheetMetadata,1462,1oP8ir5Zkm3xOqjSd_eAFAVJAOU99x0-XfQLmUhV9NPE,google_sheet_20250923_2000.0,,,https://docs.google.com/spreadsheets/d/1oP8ir5Zkm3xOqjSd_eAFAVJAOU99x0-XfQLmUhV9NPE/edit,,,,0,pending,
SheetMetadata,1463,1gHxB2bsqdMuYTe-Y6JuZDg9dCfJd_Y8nbGv-p8_0AaQ,google_sheet_20250923_от_100000_до_150000,,,https://docs.google.com/spreadsheets/d/1gHxB2bsqdMuYTe-Y6JuZDg9dCfJd_Y8nbGv-p8_0AaQ/edit,,,,0,pending,
SheetMetadata,1464,1NtfD6yVgmp2Br8Ts6UtKG6MNVIdu_Dw5N8RFh9aAmdI,google_sheet_20250923_от_70_до_300,,,https://docs.google.com/spreadsheets/d/1NtfD6yVgmp2Br8Ts6UtKG6MNVIdu_Dw5N8RFh9aAmdI/edit,,,,0,pending,
SheetMetadata,1465,1Phm_gCqv0lrrIUJQY52ZoZC2zuXQncQYJxwjx7WPjNE,google_sheet_20250923_от_43_до_1155,,,https://docs.google.com/spreadsheets/d/1Phm_gCqv0lrrIUJQY52ZoZC2zuXQncQYJxwjx7WPjNE/edit,,,,0,pending,
SheetMetadata,1466,1Y7icvsqWIRFMBHZeiqhv9XMnILyTZG_YUULJuCfGpvU,google_sheet_20250923_1000.0,,,https://docs.google.com/spreadsheets/d/1Y7icvsqWIRFMBHZeiqhv9XMnILyTZG_YUULJuCfGpvU/edit,,,,0,pending,
SheetMetadata,1467,1Fi7wFqsnV04uL6dCc2HHBYVcpqvd1KalUuMiAXRiGAA,google_sheet_20250923_от_1000_до_10000,,,https://docs.google.com/spreadsheets/d/1Fi7wFqsnV04uL6dCc2HHBYVcpqvd1KalUuMiAXRiGAA/edit,,,,0,pending,
SheetMetadata,1468,1e7cP6L_gNcfQ--uJnM6qxexFj4e8CAXbFpkP8kj02Pw,google_sheet_20250923_от_1000_до_12000,,,https://docs.google.com/spreadsheets/d/1e7cP6L_gNcfQ--uJnM6qxexFj4e8CAXbFpkP8kj02Pw/edit,,,,0,pending,
SheetMetadata,1469,1xcGCc4EyPwe1PlFDnX4aDqanVc4LsCJE0veNq17g0es,google_sheet_20250923_100.0,,,https://docs.google.com/spreadsheets/d/1xcGCc4EyPwe1PlFDnX4aDqanVc4LsCJE0veNq17g0es/edit,,,,0,pending,
SheetMetadata,1470,1ZA7j2kqPQJ-Gj8WdskGXXvNZt4oUPLUkRfPZq_bvNLg,google_sheet_20250923_7000.0,,,https://docs.google.com/spreadsheets/d/1ZA7j2kqPQJ-Gj8WdskGXXvNZt4oUPLUkRfPZq_bvNLg/edit,,,,0,pending,
SheetMetadata,1471,1ki2T2-6QA9k7bNMRfM0RUgK--V3zXHCtWz-fbWXnZfU,google_sheet_20250923_от_51_до_70000,,,https://docs.google.com/spreadsheets/d/1ki2T2-6QA9k7bNMRfM0RUgK--V3zXHCtWz-fbWXnZfU/edit,,,,0,pending,
SheetMetadata,1472,1o7ZoN6mWHWHfIWYE03bNhAfM4WzhOwqL-rj6wqnlIoA,google_sheet_20250923_1500.0,,,https://docs.google.com/spreadsheets/d/1o7ZoN6mWHWHfIWYE03bNhAfM4WzhOwqL-rj6wqnlIoA/edit,,,,0,pending,
SheetMetadata,1473,1yY3RJzauceIfBQIpAX3fofpbtEEwO9KwhDxNn2uux0s,google_sheet_20250923_5000.0,,,https://docs.google.com/spreadsheets/d/1yY3RJzauceIfBQIpAX3fofpbtEEwO9KwhDxNn2uux0s/edit,,,,0,pending,
SheetMetadata,1474,18dvOh_DN6fHhQrNViUXdaxyHOudX2UK29XMjdoJdzW0,google_sheet_20250923_от_100_до_2000,,,https://docs.google.com/spreadsheets/d/18dvOh_DN6fHhQrNViUXdaxyHOudX2UK29XMjdoJdzW0/edit,,,,0,pending,
SheetMetadata,1475,1ex3We2FAGtYjb3kdXgH-NRR8O-wG2fukBqevNeF4T94,google_sheet_20250923_500.0,,,https://docs.google.com/spreadsheets/d/1ex3We2FAGtYjb3kdXgH-NRR8O-wG2fukBqevNeF4T94/edit,,,,0,pending,
SheetMetadata,1476,16SoGGLNnwwhPQbvQvhuPplg25c_nYGuKfzRQaIPoXjM,google_sheet_20250923_от_200_до_5000,,,https://docs.google.com/spreadsheets/d/16SoGGLNnwwhPQbvQvhuPplg25c_nYGuKfzRQaIPoXjM/edit,,,,0,pending,
SheetMetadata,1477,1Q5BJU4uJ_mC2I2laOxLvBaheXGkWlTQc4Spj8LetB9w,google_sheet_20250923_10000.0,,,https://docs.google.com/spreadsheets/d/1Q5BJU4uJ_mC2I2laOxLvBaheXGkWlTQc4Spj8LetB9w/edit,,,,0,pending,
SheetMetadata,1478,1W477BC1KI6D76m9sAY3GBibLyRWsut27Uxul-ZnAi8E,google_sheet_20250923_от_200_до_500,,,https://docs.google.com/spreadsheets/d/1W477BC1KI6D76m9sAY3GBibLyRWsut27Uxul-ZnAi8E/edit,,,,0,pending,
SheetMetadata,1479,1DHwGDi0N8vCyykxBUAuOs0dY2vx__qvhkopqwgiBEnw,google_sheet_20250923_от_3500_до_35000,,,https://docs.google.com/spreadsheets/d/1DHwGDi0N8vCyykxBUAuOs0dY2vx__qvhkopqwgiBEnw/edit,,,,0,pending,
SheetMetadata,1480,1Y91ySHvhNvh7qtd1kvwNVEM4miIgZ9DVKD0btcfCTtA,google_sheet_20250923_от_50_до_200,,,https://docs.google.com/spreadsheets/d/1Y91ySHvhNvh7qtd1kvwNVEM4miIgZ9DVKD0btcfCTtA/edit,,,,0,pending,
SheetMetadata,1481,1jzHlECRE9u1EPrKTsySRF6G7Am1ffgNr890f4a_S11A,google_sheet_20250923_от_500_до_2000,,,https://docs.google.com/spreadsheets/d/1jzHlECRE9u1EPrKTsySRF6G7Am1ffgNr890f4a_S11A/edit,,,,0,pending,
SheetMetadata,1482,1UnFwGPiO4LmIjIPCYkJFUWHmDeOdV_OEJjAflWeXNHI,google_sheet_20250923_от_500_до_2000,,,https://docs.google.com/spreadsheets/d/1UnFwGPiO4LmIjIPCYkJFUWHmDeOdV_OEJjAflWeXNHI/edit,,,,0,pending,
SheetMetadata,1483,1FDgTlK1HA0G7jKeeiAWeMnvYiRKxGPlQypQQoQok-CE,google_sheet_20250923_320.0,,,https://docs.google.com/spreadsheets/d/1FDgTlK1HA0G7jKeeiAWeMnvYiRKxGPlQypQQoQok-CE/edit,,,,0,pending,
SheetMetadata,1484,1UwdK5rtK0kBVI-ifa5y8jtLQTkWsdesnWAHh4lb5f48,google_sheet_20250923_от_50_до_100,,,https://docs.google.com/spreadsheets/d/1UwdK5rtK0kBVI-ifa5y8jtLQTkWsdesnWAHh4lb5f48/edit,,,,0,pending,
SheetMetadata,1485,1DoVbMbs9UwzOiJgFP_CK1kM-Q4Xo9BEQSW-fiiyany0,google_sheet_20250923_1500.0,,,https://docs.google.com/spreadsheets/d/1DoVbMbs9UwzOiJgFP_CK1kM-Q4Xo9BEQSW-fiiyany0/edit,,,,0,pending,
SheetMetadata,1486,1h5iG8Gm0_taFaQ8IImT0ewbEROi2unJ0XgFbkukPYFU,google_sheet_20250923_от_4000_до_10000,,,https://docs.google.com/spreadsheets/d/1h5iG8Gm0_taFaQ8IImT0ewbEROi2unJ0XgFbkukPYFU/edit,,,,0,pending,
SheetMetadata,1487,1CZx2DNvrfV8pbC888PvWuQWZu7WL9U4sPlsjTmYzK_Y,google_sheet_20250923_от_200_до_1000,,,https://docs.google.com/spreadsheets/d/1CZx2DNvrfV8pbC888PvWuQWZu7WL9U4sPlsjTmYzK_Y/edit,,,,0,pending,
SheetMetadata,1488,15n9SJgiGfHf9hIT__D12y9k6i8V_B1w3XawvDRbEld8,google_sheet_20250923_от_10000_до_17000,,,https://docs.google.com/spreadsheets/d/15n9SJgiGfHf9hIT__D12y9k6i8V_B1w3XawvDRbEld8/edit,,,,0,pending,
SheetMetadata,1489,12ruYhlKvU2eSXyxYRoft6KMBhRuiqmtjw3R_tPg_Fdk,google_sheet_20250923_от_200_до_1000,,,https://docs.google.com/spreadsheets/d/12ruYhlKvU2eSXyxYRoft6KMBhRuiqmtjw3R_tPg_Fdk/edit,,,,0,pending,
SheetMetadata,1490,14ABuIvacZMXXFQodXH7gbhSVSoS4WNQ1Ll8GI4mu02k,google_sheet_20250923_от_10_до_90,,,https://docs.google.com/spreadsheets/d/14ABuIvacZMXXFQodXH7gbhSVSoS4WNQ1Ll8GI4mu02k/edit,,,,0,pending,
SheetMetadata,1491,1tnRL8_bZwTf5hS61vb2V5BKIBL-n2gxYd1RaQKrBU90,google_sheet_20250923_400.0,,,https://docs.google.com/spreadsheets/d/1tnRL8_bZwTf5hS61vb2V5BKIBL-n2gxYd1RaQKrBU90/edit,,,,0,pending,
SheetMetadata,1492,13OjWIsyzvRPVBDEtV0DkG-ywJ7ZySer03BTS3lSIpOs,google_sheet_20250923_от_40_до_100,,,https://docs.google.com/spreadsheets/d/13OjWIsyzvRPVBDEtV0DkG-ywJ7ZySer03BTS3lSIpOs/edit,,,,0,pending,
SheetMetadata,1493,1tq8YySLv6OX-AQFkXngW_TuV_YyicQ49gbI6WdfpA4g,google_sheet_20250923_от_200_до_500,,,https://docs.google.com/spreadsheets/d/1tq8YySLv6OX-AQFkXngW_TuV_YyicQ49gbI6WdfpA4g/edit,,,,0,pending,
SheetMetadata,1494,1OwTrtJKOMfrW5s2aj-bPFQmG2Iq_G9whpPvnhN8QMrY,google_sheet_20250923_500.0,,,https://docs.google.com/spreadsheets/d/1OwTrtJKOMfrW5s2aj-bPFQmG2Iq_G9whpPvnhN8QMrY/edit,,,,0,pending,
SheetMetadata,1495,1yGpCZ_dBQMutKhbv8XPzwjO7o1LyRjw3D0X1tTndlLY,google_sheet_20250923_от_1000_до_3000,,,https://docs.google.com/spreadsheets/d/1yGpCZ_dBQMutKhbv8XPzwjO7o1LyRjw3D0X1tTndlLY/edit,,,,0,pending,
