Тип,Категория,Родитель,Товаров,Полнота_данных,Популярная_категория,Материал_рекомендуемый,Количество_диапазонов,Есть_диапазоны_БД,Есть_данные_CSV,Есть_ставки_транспорт,Есть_материалы,Есть_сертификаты,Медиана_цены_руб,Медиана_плотности,Медиана_тиража,Ставка_жд_базовая,Ставка_авиа_базовая,Сертификаты_требуемые
popular,Коробки,,50,🟠 ТОЛЬКО CSV,Коробки,,0,False,True,False,False,False,262.6674722222222,12.125,1000.0,,,
popular,коробка+ложемент,,50,🟠 ТОЛЬКО CSV,коробка+ложемент,,0,False,True,False,False,False,681.4849999999999,1.0,300.0,,,
popular,Проектор,,50,🟠 ТОЛЬКО CSV,Проектор,,0,False,True,False,False,False,1790.54,1.5,500.0,,,
popular,Фотоаппарат мгновенной печати,,50,🟠 ТОЛЬКО CSV,Фотоаппарат мгновенной печати,,0,False,True,False,False,False,2109.661689484127,0.4,2000.0,,,
popular,Ручки,,50,🟠 ТОЛЬКО CSV,Ручки,,0,False,True,False,False,False,113.6599348958333,18.0,3000.0,,,
popular,Попсокет,,50,🟠 ТОЛЬКО CSV,Попсокет,,0,False,True,False,False,False,53.205,0.1,10000.0,,,
popular,Обложка для паспорта,,50,🟠 ТОЛЬКО CSV,Обложка для паспорта,,0,False,True,False,False,False,891.6861249999998,0.5,500.0,,,
popular,Обложка для паспорта,,50,🟠 ТОЛЬКО CSV,Обложка для паспорта,,0,False,True,False,False,False,891.6861249999998,0.5,500.0,,,
popular,Чемодан,,50,🟠 ТОЛЬКО CSV,Чемодан,,0,False,True,False,False,False,1671.880642361111,4.7,1000.0,,,
popular,"Держатель 
гаджетов, проводов, автомобильный",,50,🟠 ТОЛЬКО CSV,"Держатель 
гаджетов, проводов, автомобильный",,0,False,True,False,False,False,545.2858419649843,160.7475042116187,350.0,,,
popular,Гирлянда,,50,🟠 ТОЛЬКО CSV,Гирлянда,,0,False,True,False,False,False,601.8398383928571,2.473288484368817,1000.0,,,
popular,Резиновая обувь,,45,🟠 ТОЛЬКО CSV,Резиновая обувь,,0,False,True,False,False,False,707.6127222222221,0.45,300.0,,,
popular,Фитнес резинка,,45,🟠 ТОЛЬКО CSV,Фитнес резинка,,0,False,True,False,False,False,107.6154166666667,92.59259259259261,2000.0,,,
popular,"Термосы, термобутылки, термокружки, термостаканы, кофферы",,44,🟠 ТОЛЬКО CSV,"Термосы, термобутылки, термокружки, термостаканы, кофферы",,0,False,True,False,False,False,977.242048611111,108.6956522,1000.0,,,
popular,Значки,,44,🟠 ТОЛЬКО CSV,Значки,,0,False,True,False,False,False,146.0939119047619,0.022,700.0,,,
popular,Мыши,,43,🟠 ТОЛЬКО CSV,Мыши,,0,False,True,False,False,False,340.1901874999999,573.120641895119,500.0,,,
popular,Карандаши,,38,🟠 ТОЛЬКО CSV,Карандаши,,0,False,True,False,False,False,71.80916069330138,0.1,5000.0,,,
popular,Тетрис,,30,🟠 ТОЛЬКО CSV,Тетрис,,0,False,True,False,False,False,235.5528027777785,300.8574437145865,565.0,,,
popular,Скакалка,,28,🟠 ТОЛЬКО CSV,Скакалка,,0,False,True,False,False,False,763.4206527777778,272.3311547,2010.0,,,
popular,"Худи, толстовка",,25,🟠 ТОЛЬКО CSV,"Худи, толстовка",,0,False,True,False,False,False,2203.703310185185,22.0,711.0,,,
popular,Магниты,,23,🟠 ТОЛЬКО CSV,Магниты,,0,False,True,False,False,False,131.73,260.0,1000.0,,,
popular,Брелки,,20,🟠 ТОЛЬКО CSV,Брелки,,0,False,True,False,False,False,203.3176388888888,58.53961229214778,1200.0,,,
popular,Полотенца,,17,🟠 ТОЛЬКО CSV,Полотенца,,0,False,True,False,False,False,228.8508888888889,212.7255460588794,1000.0,,,
popular,Таблетницы,,13,🟠 ТОЛЬКО CSV,Таблетницы,,0,False,True,False,False,False,195.975037037037,230.8802308802308,500.0,,,
popular,Шлем,,12,🟠 ТОЛЬКО CSV,Шлем,,0,False,True,False,False,False,632.4604083333334,51.23456790123456,525.0,,,
