 ,Худи в.2 черный,"Материал: 1. ткань – скуба хлопок компакт пенье 300гр, состав: хлопок 82%, полиэстер  12%, эластан 6%
2. манжеты и низ изделия - кашкорсе
3.  Черный-глубокий цвет.
Размер:  S/M/L/XL/XXL  
Упаковка: в индивидуальный пакет с зип локом, матовый,  хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)","Худи с принтом свободного кроя с капюшоном и карманом (цвет черный):
1. ткань – скуба хлопок компакт пенье FRS 300гр, состав: хлопок 82%, полиэстер  12%, эластан 6%
2. манжеты и низ изделия - кашкорсе
3.  Черный-глубокий цвет.
4. брендирование:
– на груди леттеринг рефлекторная пленка, размер  30смх15см, отступ от горловины - 9 см. На черном худи цвет пленки ближе к пантону  2035 C
– ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края
5. упаковка в индивидуальный пакет с зип локом, матовый,  хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)
6. размерный ряд: S/M/L/XL/XXL  ",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/AJVWpLxlW3fRnMt7zXjMSe8/_better/%D0%A5%D1%83%D0%B4%D0%B8%20%D0%90%D0%BB%D1%8C%D1%84%D0%B0?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1," Дизайн: – на груди леттеринг рефлекторная пленка, размер  30смх15см, отступ от горловины - 9 см. На черном худи цвет пленки ближе к пантону  2035 C
– ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края",2 413,"34,0","2987,9",55-60,"36,7","3227,5",45-50,17 500,15,25-27,
 ,Худи в.2 красный,"Материал: 1. ткань – скуба хлопок компакт пенье 300гр, состав: хлопок 82%, полиэстер  12%, эластан 6%
2. манжеты и низ изделия - кашкорсе
3. для красного худи ткань выкрашивается по пантону
Размер: S/M/L/XL/XXL  
Упаковка: в индивидуальный пакет с зип локом, матовый,  хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)","Худи с принтом свободного кроя с капюшоном и карманом (цвет красный):
1. ткань – скуба хлопок компакт пенье FRS 300гр, состав: хлопок 82%, полиэстер  12%, эластан 6%
2. манжеты и низ изделия - кашкорсе
3. для красного худи ткань выкрашивается по пантону 18-1664 TPG (Fiery Red) 
4. брендирование:
– на груди леттеринг рефлекторная пленка, размер  30смх15см, отступ от горловины - 9 см. на красном худи цвет пленки белый.
– ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края
5. упаковка в индивидуальный пакет с зип локом, матовый,  хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)
6. размерный ряд: S/M/L/XL/XXL  ",," Дизайн: – на груди леттеринг рефлекторная пленка, размер  30смх15см, отступ от горловины - 9 см. на красном худи цвет пленки белый.
– ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края",2 845,"33,9","2987,0",55-60,"36,7","3226,6",45-50,17 500,15,25-27,
 ,Худи в.3 черный,"Материал: 1. ткань – скуба хлопок компакт пенье 300гр, состав: хлопок 82%, полиэстер  12%, эластан 6%
2. манжеты и низ изделия - кашкорсе
3. Черный - глубокий  цвет.
Размер: S/M/L/XL/XXL
Упаковка: в индивидуальный пакет с зип локом, матовый,  хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)","Худи с принтом свободного кроя с капюшоном и карманом (цвет черный):
1. ткань – скуба хлопок компакт пенье FRS 300гр, состав: хлопок 82%, полиэстер  12%, эластан 6%
2. манжеты и низ изделия - кашкорсе
3. Черный - глубокий  цвет.
4. брендирование:
– на спине леттеринг шелкография (пластизоль), размер 30x44,1см. На черном худи цвет пленки в пантон 2035 C
– ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края
5. упаковка в индивидуальный пакет с зип локом, матовый,  хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)
6. размерный ряд: S/M/L/XL/XXL  ",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/AHUXeWLkzWDQO3rt5gHIkaQ/_better/%D0%A5%D1%83%D0%B4%D0%B8%20%D0%A0%D0%BE%D0%BA%D1%81%D1%82%D0%B0%D1%80?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1," Дизайн: – на спине леттеринг шелкография (пластизоль), размер 30x44,1см. На черном худи цвет пленки в пантон 2035 C
– ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края",2 848,"33,9","2987,0",55-60,"36,7","3226,6",45-50,17 500,15,25-27,
 ,Худи в.3 красный,"Материал: 1. ткань – скуба хлопок компакт пенье 300гр, состав: хлопок 82%, полиэстер  12%, эластан 6%
2. манжеты и низ изделия - кашкорсе
3. для красного худи ткань выкрашивается в пантон
Размер: S/M/L/XL/XXL  
Упаковка:  в индивидуальный пакет с зип локом, матовый,  хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)","Худи с принтом свободного кроя с капюшоном и карманом (цвет красный):
1. ткань – скуба хлопок компакт пенье FRS 300гр, состав: хлопок 82%, полиэстер  12%, эластан 6%
2. манжеты и низ изделия - кашкорсе
3. для красного худи ткань выкрашивается в пантон 18-1664 TPG (Fiery Red)
4. брендирование:
– на спине леттеринг шелкография (пластизоль), размер 30x44,1см. на красном цвет пленки черный.
– ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края
5. упаковка в индивидуальный пакет с зип локом, матовый,  хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)
6. размерный ряд: S/M/L/XL/XXL  ",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/AHUXeWLkzWDQO3rt5gHIkaQ/_better/%D0%A5%D1%83%D0%B4%D0%B8%20%D0%A0%D0%BE%D0%BA%D1%81%D1%82%D0%B0%D1%80?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1," Дизайн: – на спине леттеринг шелкография (пластизоль), размер 30x44,1см. на красном цвет пленки черный.
– ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края",2 188,"34,0","2988,4",55-60,"36,7","3228,0",45-50,17 500,15,25-27,
 ,Футболка красная,"Материал: 1. ткань – кулирка, состав: хлопок 92%/лайкра 8%, плотность 240 гр.
2. горловина кашкорсе в цвет основной ткани 
3. для красной футболки ткань выкрашивается по пантону
Размер: S/M/L/XL/XXL 
Упаковка: в индивидуальный пакет с зип локом, матовый, хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)","Футболка с принтом свободного кроя (красный):
1. ткань – кулирка, состав: хлопок 92%/лайкра 8%, плотность 240 гр.
2. горловина кашкорсе в цвет основной ткани 
3. для красной футболки ткань выкрашивается по пантону 18-1664 TPG (Fiery Red) 
4. цельно-кройная футболка 
5. брендирование:
– на спине леттеринг шелкография (пластизоль), размер 30x44,1см, отступ от горловины - 7 см. на красной цвет пленки черный
– ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края футболки
6. упаковка в индивидуальный пакет с зип локом, матовый, хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)
7. размерный ряд: S/M/L/XL/XXL ",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/AEKWB3VLTqMWJebICLerm_o/_better/%D0%A4%D1%83%D1%82%D0%B1%D0%BE%D0%BB%D0%BA%D0%B0%20%D0%A0%D0%BE%D0%BA%D1%81%D1%82%D0%B0%D1%80?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1," Дизайн: – на спине леттеринг шелкография (пластизоль), размер 30x44,1см, отступ от горловины - 7 см. на красной цвет пленки черный
– ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края футболки",3 659,"17,9","1578,0",65-70,"19,5","1717,4",55-60,12 100,15,25-27,
 ,Футболка черная,"Материал: 1. ткань – кулирка, состав: хлопок 92%/лайкра 8%, плотность 240 гр.
2. горловина кашкорсе в цвет основной ткани 
3. черный- глубокий  цвет
4. цельно-кройная футболка 
Размер: S/M/L/XL/XXL 
Упаковка: в индивидуальный пакет с зип локом, матовый, хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)","Футболка с принтом свободного кроя (черный):
1. ткань – кулирка, состав: хлопок 92%/лайкра 8%, плотность 240 гр.
2. горловина кашкорсе в цвет основной ткани 
3. черный- глубокий  цвет
4. цельно-кройная футболка 
5. брендирование:
– на спине леттеринг шелкография (пластизоль), размер 30x44,1см, отступ от горловины - 7 см. На черной футболке цвет пленки ближе к пантону  2035C
– ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края футболки
6. упаковка в индивидуальный пакет с зип локом, матовый, хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)
7. размерный ряд: S/M/L/XL/XXL ",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/AEKWB3VLTqMWJebICLerm_o/_better/%D0%A4%D1%83%D1%82%D0%B1%D0%BE%D0%BB%D0%BA%D0%B0%20%D0%A0%D0%BE%D0%BA%D1%81%D1%82%D0%B0%D1%80?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1," Дизайн: – на спине леттеринг шелкография (пластизоль), размер 30x44,1см, отступ от горловины - 7 см. На черной футболке цвет пленки ближе к пантону  2035C
– ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края футболки",5 248,"16,7","1469,5",65-70,"18,2","1604,6",55-60,12 100,15,25-27,
 ,Футболка белая,"Материал: 1. ткань – кулирка, состав: хлопок 92%/лайкра 8%, плотность 240 гр.
2. горловина кашкорсе в цвет основной ткани 
3.  оттенок белой ткани согласовывается дополнительно перед запуском тиража.
4. цельно-кройная футболка 
Размер: S/M/L/XL/XXL 
Упаковка: в индивидуальный пакет с зип локом, матовый, хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)","Футболка с принтом свободного кроя (цвет белый):
1. ткань – кулирка, состав: хлопок 92%/лайкра 8%, плотность 240 гр.
2. горловина кашкорсе в цвет основной ткани 
3.  оттенок белой ткани согласовывается дополнительно перед запуском тиража.
4. цельно-кройная футболка 
5. брендирование:
– на спине леттеринг шелкография (пластизоль), размер 30x44,1см, отступ от горловины - 7 см. На белой футболке цвет пленки ближе к пантону  2035C
– ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края футболки
6. упаковка в индивидуальный пакет с зип локом, матовый, хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)
7. размерный ряд: S/M/L/XL/XXL ",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/AEKWB3VLTqMWJebICLerm_o/_better/%D0%A4%D1%83%D1%82%D0%B1%D0%BE%D0%BB%D0%BA%D0%B0%20%D0%A0%D0%BE%D0%BA%D1%81%D1%82%D0%B0%D1%80?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1," Дизайн: – на спине леттеринг шелкография (пластизоль), размер 30x44,1см, отступ от горловины - 7 см. На белой футболке цвет пленки ближе к пантону  2035C
– ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края футболки",3 512,"18,0","1579,8",65-70,"19,5","1719,2",55-60,12 100,15,25-27,
 ,Футболка для кастома прямой крой красная,"Материал: 1. ткань – кулирка, состав: хлопок 92%/лайкра 8%, плотность 240 гр.
2. горловина кашкорсе в цвет основной ткани 
3. для красной футболки ткань выкрашивается по пантону
4. втачной рукав
Размер: S/M/L/XL/XXL  
Упаковка:  в индивидуальный пакет с зип локом, матовый, хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)","Футболка для кастомизации прямого кроя ( красный):
1. ткань – кулирка, состав: хлопок 92%/лайкра 8%, плотность 240 гр.
2. горловина кашкорсе в цвет основной ткани 
3. для красной футболки ткань выкрашивается по пантону 18-1664 TPG (Fiery Red) 
4. втачной рукав
5. ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края футболки
6. упаковка в индивидуальный пакет с зип локом, матовый, хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)
7. размерный ряд: S/M/L/XL/XXL  ",https://www.dropbox.com/scl/fi/qakg1ipa0rqfn2cjt2h85/logo.pdf?rlkey=2lowbz4kgbl62k0g8puhsv2jl&st=cses1v4k&dl=0," Дизайн: ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края футболки",1 153,"18,4","1615,3",65-70,"19,7","1735,0",55-60,10 000,15,25-27,
 ,Футболка для кастома прямой крой черная,"Материал: 1. ткань – кулирка, состав: хлопок 92%/лайкра 8%, плотность 240 гр.
2. горловина кашкорсе в цвет основной ткани 
3. черный -глубокий цвет, 
4. втачной рукав
Размер: 
Упаковка: 
Примечание от фабрики: ","Футболка для кастомизации прямого кроя  (черный):
1. ткань – кулирка, состав: хлопок 92%/лайкра 8%, плотность 240 гр.
2. горловина кашкорсе в цвет основной ткани 
3. черный -глубокий цвет, 
4. втачной рукав
5. ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края футболки
6. упаковка в индивидуальный пакет с зип локом, матовый, хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)
7. размерный ряд: S/M/L/XL/XXL  ",https://www.dropbox.com/scl/fi/qakg1ipa0rqfn2cjt2h85/logo.pdf?rlkey=2lowbz4kgbl62k0g8puhsv2jl&st=cses1v4k&dl=0," Дизайн: ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края футболки",1 155,"18,4","1615,3",65-70,"19,7","1735,0",55-60,10 000,15,25-27,
 ,Футболка для кастома прямой крой белая,"Материал: 1. ткань – кулирка, состав: хлопок 92%/лайкра 8%, плотность 240 гр.
2. горловина кашкорсе в цвет основной ткани 
3. оттенок белой ткани согласовывается дополнительно перед запуском тиража.
4. втачной рукав
Размер: S/M/L/XL/XXL  
Упаковка:  в индивидуальный пакет с зип локом, матовый, хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)","Футболка для кастомизации прямого кроя (цвет белый):
1. ткань – кулирка, состав: хлопок 92%/лайкра 8%, плотность 240 гр.
2. горловина кашкорсе в цвет основной ткани 
3. оттенок белой ткани согласовывается дополнительно перед запуском тиража.
4. втачной рукав
5. ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края футболки
6. упаковка в индивидуальный пакет с зип локом, матовый, хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)
7. размерный ряд: S/M/L/XL/XXL  ",https://www.dropbox.com/scl/fi/qakg1ipa0rqfn2cjt2h85/logo.pdf?rlkey=2lowbz4kgbl62k0g8puhsv2jl&st=cses1v4k&dl=0," Дизайн: ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края футболки",1 154,"18,4","1615,3",65-70,"19,7","1735,0",55-60,10 000,15,25-27,
 ,Футболка для кастома прямой крой серая,"Материал: 1. ткань – кулирка, состав: хлопок 92%/лайкра 8%, плотность 240 гр.
2. горловина кашкорсе в цвет основной ткани 
3. оттенок серой ткани согласовывается дополнительно перед запуском тиража.
4. втачной рукав
Размер:  S/M/L/XL/XXL 
Упаковка:  в индивидуальный пакет с зип локом, матовый, хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)","Футболка для кастомизации прямого кроя (серый):
1. ткань – кулирка, состав: хлопок 92%/лайкра 8%, плотность 240 гр.
2. горловина кашкорсе в цвет основной ткани 
3. оттенок серой ткани согласовывается дополнительно перед запуском тиража.
4. втачной рукав
5. ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края футболки
6. упаковка в индивидуальный пакет с зип локом, матовый, хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)
7. размерный ряд: S/M/L/XL/XXL  ",https://www.dropbox.com/scl/fi/qakg1ipa0rqfn2cjt2h85/logo.pdf?rlkey=2lowbz4kgbl62k0g8puhsv2jl&st=cses1v4k&dl=0," Дизайн: ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края футболки",1 153,"18,4","1615,3",65-70,"19,7","1735,0",55-60,10 000,15,25-27,
 ,Футболка Brickspacer черная,"Материал: 1. ткань - кулирка пенье, состав: , лайкра 92, хлопок 8%, плотность:  250 г/м2, цвет: черный
2. горловина - кашкорсе в цвет основной ткани 
3. цельнокройная футболка
Размер: S/M/L/XL/XXL 
Упаковка: в индивидуальный пакет с зип локом, матовый, хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)","Футболка с принтом свободного кроя:
1. ткань - кулирка пенье, состав: , лайкра 92, хлопок 8%, плотность:  250 г/м2, цвет: черный
2. горловина - кашкорсе в цвет основной ткани 
3. цельнокройная футболка
4. брендирование:
 –  нанесение на спине - шелкотрафаретное нанесение с термоподъемом по пантону 18-1664 TPG (Fiery Red) – нанесение на рукаве - шелкотрафаретное нанесение с термоподъемом по пантону 18-1664 TPG (Fiery Red) 
– нанесение на груди - вышивка 18х8.5см– на горловине термотрансфер белой пленкой размерника и составника
5. упаковка в индивидуальный пакет с зип локом, матовый, хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)
6. размерный ряд: S/M/L/XL/XXL ",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/ALVeddoXWyJzTz_1NG5g99U/_better/%D0%A4%D1%83%D1%82%D0%B1%D0%BE%D0%BB%D0%BA%D0%B0%20Brickspacer%20%D1%87%D1%91%D1%80%D0%BD%D0%B0%D1%8F?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1," Дизайн:  –  нанесение на спине - шелкотрафаретное нанесение с термоподъемом по пантону 18-1664 TPG (Fiery Red) – нанесение на рукаве - шелкотрафаретное нанесение с термоподъемом по пантону 18-1664 TPG (Fiery Red) 
– нанесение на груди - вышивка 18х8.5см– на горловине термотрансфер белой пленкой размерника и составника",5 108,"15,6","1371,3",65-70,"16,9","1483,9",55-60,14 200,15,25-27,
 ,Футболка Brickspacer белая,"Материал: 1. ткань - кулирка пенье, состав: , лайкра 92, хлопок 8%, плотность:  240-250 г/м2, цвет: белый
2. горловина - кашкорсе в цвет основной ткани 
3. цельнокройная футболка
Размер: S/M/L/XL/XXL 
Упаковка:  индивидуальный пакет с зип локом, матовый, хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)","Футболка с принтом свободного кроя:
1. ткань - кулирка пенье, состав: , лайкра 92, хлопок 8%, плотность:  240-250 г/м2, цвет: белый
2. горловина - кашкорсе в цвет основной ткани 
3. цельнокройная футболка
4. брендирование:
 –  нанесение на спине - шелкотрафаретное нанесение с термоподъемом по пантону 18-1664 TPG (Fiery Red) – нанесение на рукаве - шелкотрафаретное нанесение с термоподъемом по пантону 18-1664 TPG (Fiery Red) 
– нанесение на груди - широкоформатная термотрансферная пленка – на горловине термотрансфер белой пленкой размерника и составника
5. упаковка в индивидуальный пакет с зип локом, матовый, хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)
6. размерный ряд: S/M/L/XL/XXL ",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/AG_P3x5xTRcRVMJkvpV3fcw/_better/%D0%A4%D1%83%D1%82%D0%B1%D0%BE%D0%BB%D0%BA%D0%B0%20Brickspacer%20%D0%B1%D0%B5%D0%BB%D0%B0%D1%8F?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1," Дизайн:  –  нанесение на спине - шелкотрафаретное нанесение с термоподъемом по пантону 18-1664 TPG (Fiery Red) – нанесение на рукаве - шелкотрафаретное нанесение с термоподъемом по пантону 18-1664 TPG (Fiery Red) 
– нанесение на груди - широкоформатная термотрансферная пленка – на горловине термотрансфер белой пленкой размерника и составника",2 784,"17,5","1537,8",65-70,"18,8","1653,9",55-60,14 200,15,25-27,
 ,Брелок 1,"Материал: Карабин: 4,5см на 3см, металлический черный матовый. Крепление деталей: ПВХ в цвет деталей.
Размер:  Шнурок: матовый, красный диаметр 7 мм в пантон 2035 С, + вплетение светоотражающих элементов (серебрянный цвет / зеленый цвет в пантон 802 С).
 Елочка: 65,11ммх47,86см, зеленый цвет в пантон 802 С, текст белый - обьемный, двусторонний толщина-4мм, без учета объемного текста 1 мм
 Логотип: 74,73ммх29,94мм, красный в пантон: 2035 С, двусторонний толщина- 4 мм, без учета объемного текста 1 мм
 Кольцо: диаметр 40мм, толщика 0,5, ПВХ зеленый цвет в пантон 802С, текст белый - объемный, двусторонний толщина-4 мм, без учета объемного текста 1 мм
Упаковка: в индивидуальный пакет с клееевым слоем, наклейка с шк на упаковку                       ","1. Карабин: 4,5см на 3см, металлический черный матовый. Крепление деталей: ПВХ в цвет деталей.
2. Шнурок: матовый, красный диаметр 7 мм в пантон 2035 С, + вплетение светоотражающих элементов (серебрянный цвет / зеленый цвет в пантон 802 С).
3. Елочка: 65,11ммх47,86см, зеленый цвет в пантон 802 С, текст белый - обьемный, двусторонний толщина-4мм, без учета объемного текста 1 мм
4. Логотип: 74,73ммх29,94мм, красный в пантон: 2035 С, двусторонний толщина- 4 мм, без учета объемного текста 1 мм
5. Кольцо: диаметр 40мм, толщика 0,5, ПВХ зеленый цвет в пантон 802С, текст белый - объемный, двусторонний толщина-4 мм, без учета объемного текста 1 мм
6. Упаковка в индивидуальный пакет с клееевым слоем, наклейка с шк на упаковку                                                       ",https://www.dropbox.com/scl/fo/9z5mmdc8vt2gk57l2ttck/AEZyCoDOZc6RdlMcBkdsru8?rlkey=tc84kgwmma46gt4mn73sf8key&dl=0, Дизайн: индивидуальное изготовление по ТЗ,27 613,"2,7","238,6",50-55,"3,0","261,5",40-45,19 800,10,20-22,
 ,Термостакан,"Материал: нержавеющая сталь
Размер: 370 мл, 83*88*120 мм
Упаковка: крафтовая коробка 1+0, шк на дно коробки
","Стакан-кофер 
1. материал: нержавеющая сталь
2. термокружка  с покрытием софт тач красного цвета, крышка-слайдер с силиконовым кольцом красного цвета
3. размер 83×88×120 мм, объем 370 мл
4. брендирование: круговая УФ печать -Металика, 
Логотип- 2х2 см
5. упаковка: крафтовая коробка, печать 1 + 0, наклейка с шк на дно коробки                       ",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/ANpR_qO-2xhnXaoWa5EeCFs/_better/%D0%A2%D0%B5%D1%80%D0%BC%D0%BE%D1%81%D1%82%D0%B0%D0%BA%D0%B0%D0%BD?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1," Дизайн: круговая уф-печать, лого 2*2 см",8 641,"6,0","527,8",45-50,"7,0","614,5",35-40,8 000 коффер + 3 500 коробка,10,20-22,
 ,Бутылка для воды черная,"Материал: нержавеющая сталь
Размер: 500 мл
Упаковка: индивидуальный пакет, наклейка с шк на дно упаковки   ","Бутылка для воды, цвет черный/белый/красный в наш пантон:
1. материал: алюминий
2. размер: 480мл
3. брендирование: круговая УФ-печать.
4. упаковка: индивидуальный пакет, наклейка с шк на дно упаковки                                 ",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/AEJfAUL3Exfw99cPtImTc_0/_better/%D0%A2%D0%B5%D1%80%D0%BC%D0%BE%D1%81%20%D0%B4%D0%BB%D1%8F%20%D0%B2%D0%BE%D0%B4%D1%8B?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1, Дизайн:  круговая УФ-печать.,8 970,"6,1","539,2",45-50,"7,2","637,4",35-40,6 800,5,15-17,
 ,Рюкзак,"Материал: 
Размер: 
Упаковка: 
Примечание от фабрики: ","Рюкзак базовый. 
1.  Основной материал изделия Оксфорд 900D PU 1000, красного цвета, ближе к пантону  2035 С. Внутренняя часть рюкзака (подклад) черный.
2. Размер 44х29х12,5 см. 
3. На передней части карман на молнии (черного цвета) с фурнитурой -пуллер круглый (цельный с бегунком) . Размер кармана 28,5х18,5 см.  Нанесение на внешнем кармане: светоотражающая пленка.
4. Оборотная сторона: карман на молнии с бегунком, на бегунке ПВХ пуллер без нанесения, красного цвета, ближе к пантону  2035 С. Молния на кармане скрыта под тканью кармана (цвет молнии - черный). Печать сверху на  кармане 1+0, площадь нанесения 8х3 см. Спинка укрепленная (пена), толщина укрепления 8мм.
5. Внутри рюкзака карман под ноутбук 28х29 см, с укреплением толщиной 1 см, шириной 24 см. Печать сверху на кармане 1+0, площадь нанесения 10х4 см.
6. Лямки рюкзака 45х5,5 см. ПВХ бирка 5х2 см, красного цвета,  ближе к пантону 2035 С с логотипом с подъемом. Расположение ПВХ бирки 35 см от верха лямки. На спинке треугольное крепления для строп. Стропы 25 мм зленого цвета ближе к пантону 802 C, состоят из двух деталей, от треугольного крепления на спинке до второй детали стропы 60 см. Вторая деталь стропы крепится к лямке, размер 3 см в сложенном виде. Две детали стропы соединяются между собой черным, пластиковым регулятором длины лямки.
7. Сверху рюкзака ручка с подворотом -  стропа зеленого цвета ближе к пантону 802 C .
8. Упаковка: индивидуальныйпакет с клеевым слоем, хентег 10х6 см 1+0, матовая ламинация,наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)                ",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/ABxUO0FoECgmHvmyyxQYwC4/_better/%D0%A0%D1%8E%D0%BA%D0%B7%D0%B0%D0%BA%20%D0%90%D0%BB%D1%8C%D1%84%D0%B0?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1, Дизайн: ,4 768,"17,1","1504,7",65-70,"19,7","1735,5",55-60,15 000,10,20-22,
,,,,,,,,,,,,,,,,
