image_id,product_id,sheet_id,position,image_type,row_number,product_name
22139,7645,1o-pd9SKFuEUx2s_lCckvFP0yMH2u8ph5jztltysFiFk,A16,1,16,Перчатки
4055,1432,1-oTz65n0m2uZY73NkBPUJoGWrWVoWGyIGex_mWl8U9U,P4,0,4,ручка по инд форме + коробка
1840,648,1PcmHsMpUTgoe-FEiU-K2iB4jJwraJcTmFLmy1uaYREI,O4,0,4,"Складная лампа ""Елка"""
22768,7832,1Peugr1gKXkQSZOcuP7hSxVJJuEhu6RayxpK_VOJSzJg,P4,0,4,Куллер для вина
32827,11676,1Q7cvv3PKPveKPmJRPq-BX0uLDrstg80SqZId4hnJQnQ,A19,,,
32828,11676,1Q7cvv3PKPveKPmJRPq-BX0uLDrstg80SqZId4hnJQnQ,R19,,,
32826,11676,1Q7cvv3PKPveKPmJRPq-BX0uLDrstg80SqZId4hnJQnQ,S18,,,
32829,11676,1Q7cvv3PKPveKPmJRPq-BX0uLDrstg80SqZId4hnJQnQ,V19,,,
32830,11676,1Q7cvv3PKPveKPmJRPq-BX0uLDrstg80SqZId4hnJQnQ,Y19,,,
32820,11674,1QCN0EnTpcg6QzWTLo0dRDu0Tjb4d-1PRG6niCPuG7Pw,A8,,,
32821,11674,1QCN0EnTpcg6QzWTLo0dRDu0Tjb4d-1PRG6niCPuG7Pw,O8,,,
1421,,1qg67UHE_4EMrobXa5BcGjsm5qS0YTENQjIsL9wAWcqE,A1,1,,
22509,,1Qj75vR97rhfBTtP0zrgtpdxIjg161vTnvIHHpcI1mSA,N3,0,,
18118,,1Q_nfbra9G1rxTiHkE7ln-Z9H6Ha5vvcPr7Rcenh1b6c,A32,1,,
16884,,1Qt2v_-me-yEpQ1_LtnO7U72J3ktBdCcTtlh1PlXSlJY,A9,1,,
13469,4572,1RroWKwbwdiN9pnpjvwYPDn_cTfrtnS_hAS-_OzhH95g,A11,1,11,визитница
12227,4234,1r-vvEdzvD7JeELo9ziOdVNHEot8m75C7JGN8JmJQyks,N12,0,12,Дизайн: нет
6409,2295,1t6ApkISxm-UIIS-3SEc5YU4YdpgGWP_h5ZEGH1PeZL4,A11,1,11,Падел (1 ракетка)
3667,,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A1,1,,
3589,1278,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A10,1,10,Дизайн: из наличия
3575,1280,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A13,1,13,Дизайн: производство в соответствии с макетом
3576,1281,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A15,1,15,Дизайн: производство в соответствии с макетом
3577,1282,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A17,1,17,Дизайн: производство в соответствии с макетом
3578,1283,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A19,1,19,Дизайн: производство в соответствии с макетом
3599,1284,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A21,1,21,Дизайн: из наличия
3602,1286,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A23,1,23,Дизайн: из наличия
3605,1288,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A25,1,25,"Дизайн: нанесение лого, можно настроить цвет
По вариантам нанесения: можно сделать только шелкографию в 1 цвет"
3610,1289,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A27,1,27,Дизайн: из наличия
3616,1290,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A29,1,29,Дизайн: из наличия
3632,1291,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A31,1,31,"Дизайн: плетение по макету, 1 цвет"
3621,1292,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A33,1,33,"Дизайн: плетение по макету, 1 цвет"
3622,1293,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A35,1,35,"Дизайн: плетение по макету, 1 цвет"
3623,1294,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A37,1,37,Дизайн: из наличия
3579,1274,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A4,1,4,"Дизайн: из наличия, нанесение лого (лазерная гравировка, шелкография или 3д печать)"
3631,1296,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A40,1,40,Дизайн: из наличия
3633,1297,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A42,1,42,Дизайн: из наличия
3571,1298,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A44,1,44,Дизайн: из наличия
3636,1299,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A46,1,46,Дизайн: производство по макету
3583,1300,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A47,1,47,"Дизайн: из наличия, с подвеской"
3572,1301,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A49,1,49,Дизайн: из наличия
3643,1302,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A51,1,51,Дизайн: производство по макету
3570,1303,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A52,1,52,Дизайн: из наличия
3659,1304,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A54,1,54,Дизайн: производство по макету
3574,1305,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A55,1,55,Дизайн: из наличия
3660,1306,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A57,1,57,Дизайн: производство по макету
3573,1307,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A59,1,59,Дизайн: из наличия
3584,1276,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,A7,1,7,Дизайн: из наличия
3592,1278,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O10,0,10,Дизайн: из наличия
3591,1278,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O10,0,10,Дизайн: из наличия
3590,1278,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O10,0,10,Дизайн: из наличия
3597,1280,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O13,0,13,Дизайн: производство в соответствии с макетом
3598,1281,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O15,0,15,Дизайн: производство в соответствии с макетом
3596,1282,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O17,0,17,Дизайн: производство в соответствии с макетом
3595,1282,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O17,0,17,Дизайн: производство в соответствии с макетом
3594,1283,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O19,0,19,Дизайн: производство в соответствии с макетом
3600,1284,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O21,0,21,Дизайн: из наличия
3601,1284,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O21,0,21,Дизайн: из наличия
3603,1286,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O23,0,23,Дизайн: из наличия
3604,1286,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O23,0,23,Дизайн: из наличия
3606,1288,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O25,0,25,"Дизайн: нанесение лого, можно настроить цвет
По вариантам нанесения: можно сделать только шелкографию в 1 цвет"
3607,1288,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O25,0,25,"Дизайн: нанесение лого, можно настроить цвет
По вариантам нанесения: можно сделать только шелкографию в 1 цвет"
3612,1289,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O27,0,27,Дизайн: из наличия
3613,1289,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O27,0,27,Дизайн: из наличия
3611,1289,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O27,0,27,Дизайн: из наличия
3618,1290,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O29,0,29,Дизайн: из наличия
3617,1290,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O29,0,29,Дизайн: из наличия
3626,1294,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O37,0,37,Дизайн: из наличия
3625,1294,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O37,0,37,Дизайн: из наличия
3624,1294,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O37,0,37,Дизайн: из наличия
3580,1274,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O4,0,4,"Дизайн: из наличия, нанесение лого (лазерная гравировка, шелкография или 3д печать)"
3582,1274,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O4,0,4,"Дизайн: из наличия, нанесение лого (лазерная гравировка, шелкография или 3д печать)"
3581,1274,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O4,0,4,"Дизайн: из наличия, нанесение лого (лазерная гравировка, шелкография или 3д печать)"
3634,1297,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O42,0,42,Дизайн: из наличия
3635,1297,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O42,0,42,Дизайн: из наличия
3638,1298,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O44,0,44,Дизайн: из наличия
3637,1298,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O44,0,44,Дизайн: из наличия
3639,1299,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O46,0,46,Дизайн: производство по макету
3648,1300,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O47,0,47,"Дизайн: из наличия, с подвеской"
3649,1300,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O47,0,47,"Дизайн: из наличия, с подвеской"
3642,1301,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O49,0,49,Дизайн: из наличия
3641,1301,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O49,0,49,Дизайн: из наличия
3640,1301,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O49,0,49,Дизайн: из наличия
3647,1302,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O51,0,51,Дизайн: производство по макету
3662,1303,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O52,0,52,Дизайн: из наличия
3661,1303,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O52,0,52,Дизайн: из наличия
3664,1304,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O54,0,54,Дизайн: производство по макету
3665,1305,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O55,0,55,Дизайн: из наличия
3666,1306,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O57,0,57,Дизайн: производство по макету
3654,1307,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O59,0,59,Дизайн: из наличия
3655,1307,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O59,0,59,Дизайн: из наличия
3587,1276,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O7,0,7,Дизайн: из наличия
3585,1276,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O7,0,7,Дизайн: из наличия
3586,1276,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O7,0,7,Дизайн: из наличия
3608,1288,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,P25,0,25,"Дизайн: нанесение лого, можно настроить цвет
По вариантам нанесения: можно сделать только шелкографию в 1 цвет"
3614,1289,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,P27,0,27,Дизайн: из наличия
3619,1290,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,P29,0,29,Дизайн: из наличия
3627,1294,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,P37,0,37,Дизайн: из наличия
3650,1300,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,P47,0,47,"Дизайн: из наличия, с подвеской"
3663,1303,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,P52,0,52,Дизайн: из наличия
3656,1307,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,P59,0,59,Дизайн: из наличия
3588,1276,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,P7,0,7,Дизайн: из наличия
3593,1278,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,Q10,0,10,Дизайн: из наличия
3609,1288,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,Q25,0,25,"Дизайн: нанесение лого, можно настроить цвет
По вариантам нанесения: можно сделать только шелкографию в 1 цвет"
3615,1289,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,Q27,0,27,Дизайн: из наличия
3628,1294,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,Q37,0,37,Дизайн: из наличия
3651,1300,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,Q47,0,47,"Дизайн: из наличия, с подвеской"
3644,1301,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,Q49,0,49,Дизайн: из наличия
3620,1290,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,R29,0,29,Дизайн: из наличия
3629,1294,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,R37,0,37,Дизайн: из наличия
3657,1307,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,R59,0,59,Дизайн: из наличия
3630,1294,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,S37,0,37,Дизайн: из наличия
3652,1300,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,S47,0,47,"Дизайн: из наличия, с подвеской"
3645,1301,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,S49,0,49,Дизайн: из наличия
3653,1300,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,T47,0,47,"Дизайн: из наличия, с подвеской"
3658,1307,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,T59,0,59,Дизайн: из наличия
3646,1301,1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,U49,0,49,Дизайн: из наличия
16194,5605,1tX3oVEA8U7MEqMWOyzSY8JzO9LY1nlhFCYPexG29uFw,O14,0,14,Дизайн:  лого 1 цвет
13380,4546,1uEUtanqhRtjqiXrDKkZCBOywi_VEioMQXerSkk5qt3o,X16,0,16,Плед 4 тип
15410,5306,1v36tSJmJ1U7--miH7xmLFFWzcdBh5sICMochi_8fVnk,A7,1,7,Конструктор электронный
32479,11640,1vLsg8MOvj8bqJDhHQnJ5T7kn0SdH2IpHkMFu1L82FuQ,A8,,,
32477,11640,1vLsg8MOvj8bqJDhHQnJ5T7kn0SdH2IpHkMFu1L82FuQ,L8,,,
32478,11640,1vLsg8MOvj8bqJDhHQnJ5T7kn0SdH2IpHkMFu1L82FuQ,L8,,,
14142,,1vvICu0ihHoVoHJobsM-qgI804w-oDXaMKv-UzDadyCY,A6,1,,
23192,7957,1wkkKaJZuHfnRdj792SQQtRa2ptSLjZa89yst42p8Gog,A24,1,24,Стаканы из керамики
20787,,1xFLAGDMsytAbc7jreMU09ydSfMwHi1r3Cyy9iOh5_A8,A1,1,,
20777,7184,1xFLAGDMsytAbc7jreMU09ydSfMwHi1r3Cyy9iOh5_A8,A4,1,4,Дизайн: сток
20783,7185,1xFLAGDMsytAbc7jreMU09ydSfMwHi1r3Cyy9iOh5_A8,A6,1,6,Дизайн: сток
20775,7186,1xFLAGDMsytAbc7jreMU09ydSfMwHi1r3Cyy9iOh5_A8,A8,1,8,Дизайн: сток
20779,7184,1xFLAGDMsytAbc7jreMU09ydSfMwHi1r3Cyy9iOh5_A8,O4,0,4,Дизайн: сток
20781,7184,1xFLAGDMsytAbc7jreMU09ydSfMwHi1r3Cyy9iOh5_A8,O4,0,4,Дизайн: сток
20778,7184,1xFLAGDMsytAbc7jreMU09ydSfMwHi1r3Cyy9iOh5_A8,O4,0,4,Дизайн: сток
20782,7184,1xFLAGDMsytAbc7jreMU09ydSfMwHi1r3Cyy9iOh5_A8,O4,0,4,Дизайн: сток
20780,7184,1xFLAGDMsytAbc7jreMU09ydSfMwHi1r3Cyy9iOh5_A8,O4,0,4,Дизайн: сток
20784,7185,1xFLAGDMsytAbc7jreMU09ydSfMwHi1r3Cyy9iOh5_A8,O6,0,6,Дизайн: сток
20785,7185,1xFLAGDMsytAbc7jreMU09ydSfMwHi1r3Cyy9iOh5_A8,O6,0,6,Дизайн: сток
20786,7185,1xFLAGDMsytAbc7jreMU09ydSfMwHi1r3Cyy9iOh5_A8,O6,0,6,Дизайн: сток
20776,7186,1xFLAGDMsytAbc7jreMU09ydSfMwHi1r3Cyy9iOh5_A8,O8,0,8,Дизайн: сток
15551,5357,1XoWBjjRIZWWJrUBcGdnd9s_VQcqYP6CsC1a2Il_w5TY,A16,1,16,Картхолдер
12327,4269,1xrBJjbl6ny-OvvmLArcO_QSSWsoDqPuBKv09kxzqtpE,N28,0,28,Кожаный органайзер для документов
19792,6838,1xymgp72XWfs5o9KjDT-P1QX-xk_Rszl2ebvT6EHDjDM,A112,1,112,Дизайн: печать цифровая 4+0
19761,6819,1xymgp72XWfs5o9KjDT-P1QX-xk_Rszl2ebvT6EHDjDM,A67,1,67,"Дизайн: по макету клиента,  с нанесением лого"
33507,11765,1ybflNuotytztP0NTCNiko6AkIUmX1R5OMiS6UcyxVa0,A7,,,
21544,7447,1YvpH2C5o3dO9Wil_hhJsOrO3WNVWSuLlCKT4z-3uqHQ,N10,0,10,маска для глаз аналог
9502,3327,1z4TbJLfnrpeHtSwOINoJklT2rBCsu86ruPY179oUfS4,O16,0,16,Стикерпак
14045,4800,1zl6zq-KFuY8fM8YHBD5dfvsKDAMM6u8qD8YvyIGr8dA,D4,0,4,Калькулятор
14046,4801,1zl6zq-KFuY8fM8YHBD5dfvsKDAMM6u8qD8YvyIGr8dA,D5,0,5,Калькулятор
14053,4802,1zl6zq-KFuY8fM8YHBD5dfvsKDAMM6u8qD8YvyIGr8dA,D6,0,6,Калькулятор
14054,4803,1zl6zq-KFuY8fM8YHBD5dfvsKDAMM6u8qD8YvyIGr8dA,D7,0,7,Калькулятор
14055,4804,1zl6zq-KFuY8fM8YHBD5dfvsKDAMM6u8qD8YvyIGr8dA,D8,0,8,Калькулятор
7076,,1ZnTrzfjlnGty8tz_AnvSfAxxr0RwhOeuNhTBEa3vln4,A1,1,,
