sheet_id,position,suffix,duplicate_count,total_size_mb,sizes_mb,same_size
1TB5oBfM1o76WKhpUK7DZ4EyBMWwoerLyO5IOlslS4dU,M6,,3,2.08,1.13 | 0.48 | 0.47,НЕТ
1DUbmC9tKglhev6YvREJN8EmXxrZn8tVsAC7YEY03z3A,N18,,3,2.83,1.12 | 1.08 | 0.63,НЕТ
1G3b8gxlSKvIM-yzZGKI5wn09-YoKyF40K5kT-1P6qG0,O9,,3,2.59,1.12 | 0.88 | 0.59,НЕТ
1fTMg4UWx3QbsIOGgtdr-ok6yix6mskvwlCqN80nLdfQ,O18,,3,3.04,1.12 | 1.04 | 0.88,НЕТ
1fgWVp6XOOYmc-VuSdMTrGZzF0S8vloAE-yHjxVHOlCE,L95,3,3,3.36,1.12 | 1.12 | 1.12,ДА
1tadByKcZFWoLp05vV_TqaPslPdZVi-_ofiSBmF6_GR0,O37,,3,2.82,1.12 | 0.96 | 0.74,НЕТ
16pokhmcvDBUwCHMRJouT7afNNoJ5RR7SZRqoJf_z5OY,O4,,3,1.73,1.11 | 0.37 | 0.25,НЕТ
1OfS8B9LRrD8wBIOXSahXVTJ57s-ELXx5oSO5MgEuiLU,O16,,3,2.80,1.11 | 0.88 | 0.81,НЕТ
13PxVoaQ_ZAl1tjkoXdXrWlqr4T_6iq7wZt4CS0yub44,M4,,3,3.33,1.11 | 1.11 | 1.11,ДА
15osNwDb2Cv3y3L7B1I55PW8zjxKc9dAeJbFlNHtFS08,R13,,3,3.33,1.11 | 1.11 | 1.11,ДА
15osNwDb2Cv3y3L7B1I55PW8zjxKc9dAeJbFlNHtFS08,R21,,3,3.33,1.11 | 1.11 | 1.11,ДА
1jzHlECRE9u1EPrKTsySRF6G7Am1ffgNr890f4a_S11A,O4,,3,1.60,1.11 | 0.33 | 0.16,НЕТ
1N61E4Rf-ko7eapMJVDpvWx0_eojrfkj8thzGjYlqKew,O27,,3,2.70,1.11 | 0.98 | 0.62,НЕТ
1NFQWp8HzDVC7YPbva2GeNVfBq3xRtEbWJUg,U8,,3,2.03,1.11 | 0.81 | 0.12,НЕТ
16InWkU0V-TSLt9Dk4B9r5zu9gIOzRt--QM7RfqfU54c,O4,,3,2.22,1.11 | 0.57 | 0.54,НЕТ
1G84fRx-TINEznJWAYUCUXnvpwqSR13h51TU9-SV-HNU,L9,,3,3.30,1.10 | 1.10 | 1.10,ДА
1Eb_9RtEDyesK-6hIbkZMQggxEY-Y3LJ_GOmRpNccg94,N61,,3,2.96,1.10 | 0.96 | 0.89,НЕТ
19869LHpPlB5ZtCdnRZoCOSoN03ZZwVkg4eIh4ZDdkGE,N16,,3,2.38,1.10 | 0.75 | 0.53,НЕТ
1N61E4Rf-ko7eapMJVDpvWx0_eojrfkj8thzGjYlqKew,O7,,3,1.75,1.10 | 0.53 | 0.12,НЕТ
1WpVx-JifDPkoxJVLbj0q76Eh29bqDbx4ZiqH3x8-zjQ,J13,,3,2.91,1.10 | 1.09 | 0.72,НЕТ
1o-pd9SKFuEUx2s_lCckvFP0yMH2u8ph5jztltysFiFk,N67,,3,2.61,1.10 | 0.96 | 0.56,НЕТ
1uEUtanqhRtjqiXrDKkZCBOywi_VEioMQXerSkk5qt3o,N8,,3,2.51,1.09 | 0.86 | 0.56,НЕТ
1ye-LDkOD3Iab-t14nGkb2XWUFc-8v8eIFriCHUmTauo,O26,,3,1.66,1.09 | 0.29 | 0.28,НЕТ
1jsQ1EFE432MEYIB4Yd9AuhAEba-QdPIx5DydB_7VRXo,O6,,3,1.87,1.09 | 0.51 | 0.27,НЕТ
1-pGQjYtef8uGLp6XPllRha3NqVMJAd7z_-ukhbtDzss,N5,,3,2.36,1.09 | 0.76 | 0.51,НЕТ
1UFXw178xDd9nb7TOKt905aOEMKh6yPj7FFUh69ujWuc,J16,,3,3.27,1.09 | 1.09 | 1.09,ДА
1-4q8S2RnLAfh_cCiOqkGhEDuVFvGtP7nKriIR7vfskw,O5,,3,3.02,1.08 | 1.03 | 0.91,НЕТ
1RER2OiRTbG4_lfoUH136FvCs9-bbb1JMNJQp2FiJMAw,O4,,3,2.01,1.08 | 0.57 | 0.36,НЕТ
1aLs5pfZugvvu3W_fhPN5quJujYRS0LV0k2FtE5hcM14,O36,,3,2.56,1.08 | 0.79 | 0.69,НЕТ
1s6SH8UKVJb2q1hfAoH9Uezro0dyVj4eTmX99-cXrJH8,O8,,3,2.48,1.08 | 0.82 | 0.58,НЕТ
11AoYmYqG1X8HgNMN0mCxnnfydWTX7IN7f9DKqQYEHDY,N10,,3,2.33,1.08 | 0.81 | 0.44,НЕТ
1AxqhZSp2p0LO8,T31,,3,1.74,1.07 | 0.38 | 0.29,НЕТ
1dA1aVcRIrqUF8VX-rq0Prbo7HC8d73e-bo6n8UJESFU,K67,2,3,3.21,1.07 | 1.07 | 1.07,ДА
1yY9M5TL_2bWU18aQ251RyIJO9UlVZs9IhDmxfiRk_Dk,O15,,3,2.88,1.07 | 0.99 | 0.82,НЕТ
1ULwnslKqWVvIefiFNLnjub0Kholbsm-MR7aklTCSjZk,O7,,3,2.29,1.07 | 0.99 | 0.23,НЕТ
1dA1aVcRIrqUF8VX-rq0Prbo7HC8d73e-bo6n8UJESFU,K101,,3,3.21,1.07 | 1.07 | 1.07,ДА
1JDU8pvFNW3B3LXlOQ4j0KpHjircfQ-5tTNjuvi_yrfU,O6,,3,2.59,1.06 | 1.04 | 0.49,НЕТ
1NSomD-EuBP5LYa8s5L8QdQ7JVJXspOQ-Ax0IYfqvIDE,N4,,3,1.92,1.06 | 0.45 | 0.42,НЕТ
1NEATltIdODdJYjTswJG7X5g-a1-W89zUa7M-rnqnETQ,O4,,3,1.80,1.06 | 0.39 | 0.34,НЕТ
1AjhIaEQnRlK-MjYm4NZ9IlTfZvtlBa8OCQhOPVA9zd0,N4,,3,1.85,1.06 | 0.66 | 0.13,НЕТ
1nct32OHRRMgvCdecuyAH-nr,N5,,3,2.38,1.06 | 0.88 | 0.44,НЕТ
1xrHGIKHxp3YCiISIcWDWN5DOAyOJAPNpysb3kFA-aT0,N4,,3,2.30,1.06 | 0.66 | 0.58,НЕТ
1ZA7j2kqPQJ-Gj8WdskGXXvNZt4oUPLUkRfPZq_bvNLg,O10,,3,1.89,1.06 | 0.42 | 0.41,НЕТ
1-lBPosPplKZNSDyqoSEeiC0M1qtuzF82fDQFOcTYQK4,N4,,3,2.24,1.06 | 0.74 | 0.44,НЕТ
1gOPqMBSMcBUWVw9xZxkkcvDKVCFFtwbSYpwoAqD4Y5g,O13,,3,2.86,1.06 | 0.99 | 0.81,НЕТ
1hxZtYEb4_LbuPaqBqgsM5xx2ZU4geXaxGZJo_PCWMjE,O8,,3,1.92,1.05 | 0.75 | 0.12,НЕТ
1Oeywwu4Hqn05kRxhWPGvUBG_knNvwhQttWlU76shcXI,N34,,3,2.05,1.05 | 0.80 | 0.20,НЕТ
1UO_ljYwZ9mpdZrrsuHBfus6tLgoTDlknRuuHVAo8F9U,N34,,3,2.05,1.05 | 0.80 | 0.20,НЕТ
1r4wMErkY3k-sbL17mtXpTL01VcqM2a3oMeBaHY_ebSM,N4,,3,2.07,1.05 | 0.87 | 0.15,НЕТ
1cqGen1HAGt_IL-cZ0TsIlAG_mofpINV6ufM0oGscpOw,O17,,3,1.36,1.05 | 0.23 | 0.08,НЕТ
1a00_5e-0qTeit5Snqs6kDu3IOkqF_yNBJXMHBjTH3wM,N60,,3,2.67,1.05 | 0.87 | 0.75,НЕТ
13AaXIEXzcHznE501lEzx0m9VkyjkZQnL,U4,,3,1.43,1.04 | 0.25 | 0.14,НЕТ
1-4q8S2RnLAfh_cCiOqkGhEDuVFvGtP7nKriIR7vfskw,O4,,3,2.96,1.04 | 0.97 | 0.95,НЕТ
1ht6236CdWcgKSmEXUuihFkq8c1E7n1,R4,,3,2.92,1.04 | 0.94 | 0.94,НЕТ
1gBwvoP,R10,,3,2.62,1.04 | 0.98 | 0.60,НЕТ
1gBwvoP,R6,,3,2.62,1.04 | 0.98 | 0.60,НЕТ
1QrJiLJDJOa3nhx53wf5x0MzRUqXbIJ5tN8KbVLbv6oI,P13,,3,3.12,1.04 | 1.04 | 1.04,ДА
1QrJiLJDJOa3nhx53wf5x0MzRUqXbIJ5tN8KbVLbv6oI,P16,,3,3.12,1.04 | 1.04 | 1.04,ДА
1QrJiLJDJOa3nhx53wf5x0MzRUqXbIJ5tN8KbVLbv6oI,P19,,3,3.12,1.04 | 1.04 | 1.04,ДА
1QrJiLJDJOa3nhx53wf5x0MzRUqXbIJ5tN8KbVLbv6oI,P22,,3,3.12,1.04 | 1.04 | 1.04,ДА
1QrJiLJDJOa3nhx53wf5x0MzRUqXbIJ5tN8KbVLbv6oI,P22,2,3,3.12,1.04 | 1.04 | 1.04,ДА
1QrJiLJDJOa3nhx53wf5x0MzRUqXbIJ5tN8KbVLbv6oI,P25,,3,3.12,1.04 | 1.04 | 1.04,ДА
1QrJiLJDJOa3nhx53wf5x0MzRUqXbIJ5tN8KbVLbv6oI,P28,,3,3.12,1.04 | 1.04 | 1.04,ДА
148sjSgKgISUBFtTwROlpiQ117NDXXxI2DyzvCFMhYT0,O7,,3,2.16,1.04 | 0.61 | 0.51,НЕТ
1QrJiLJDJOa3nhx53wf5x0MzRUqXbIJ5tN8KbVLbv6oI,P4,,3,3.09,1.03 | 1.03 | 1.03,ДА
1dA1aVcRIrqUF8VX-rq0Prbo7HC8d73e-bo6n8UJESFU,K18,5,3,3.09,1.03 | 1.03 | 1.03,ДА
1oYSkJMGYMoj4VG2QK5nhRNkIVFTX1U1M0Gb6_R0pKC4,O8,,3,1.36,1.03 | 0.17 | 0.16,НЕТ
10FtgxsuU3iaUg7wRUuAgy5yPm-Y-tSQL1huCfuL42Ow,O39,,3,2.01,1.02 | 0.51 | 0.48,НЕТ
1JK34ukqTBKXKv7wDoQ5gJntasI-G5dOKyw9X0yFhV_s,O4,,3,1.26,1.02 | 0.12 | 0.12,НЕТ
1EgdAPZGwG7kYNzaLZN4nSnGEclbF2QCDQojb0vQTT6Q,O6,,3,2.82,1.02 | 0.92 | 0.88,НЕТ
1KLgDz1AyDPKrhKTyKvqYhBb3w9pKNVv3yO5DGjYihWc,O11,,3,1.77,1.02 | 0.61 | 0.14,НЕТ
1GCOsKaLbZt2bFb_vWU6BWPBY_DGXeAhS2QmjP5wmdF0,O4,,3,2.05,1.02 | 0.58 | 0.45,НЕТ
1dA1aVcRIrqUF8VX-rq0Prbo7HC8d73e-bo6n8UJESFU,K91,2,3,3.06,1.02 | 1.02 | 1.02,ДА
1o-pd9SKFuEUx2s_lCckvFP0yMH2u8ph5jztltysFiFk,N82,,3,2.05,1.01 | 0.56 | 0.48,НЕТ
1RXhEFAUpO4d_dmGobh0mZHB29ER1UhXsAzfviaacB9w,O12,,3,2.48,1.01 | 0.74 | 0.73,НЕТ
1DPtlZrHJmzinJAJTEHR7Fhy3RcRSNxzqVqVbmp5fKG0,O4,,3,1.40,1.01 | 0.22 | 0.17,НЕТ
1EgdAPZGwG7kYNzaLZN4nSnGEclbF2QCDQojb0vQTT6Q,O8,,3,2.24,1.01 | 0.96 | 0.27,НЕТ
12_ec051isAmaW2IZVTfE38GF8gcupzTgpYzyy_KKUD0,O35,,3,1.89,1.00 | 0.56 | 0.34,НЕТ
1dA1aVcRIrqUF8VX-rq0Prbo7HC8d73e-bo6n8UJESFU,K91,3,3,3.00,1.00 | 1.00 | 1.00,ДА
1ryO1IAVj1CbnRGZrtw0ztbwOVDi6LPpODunDwWgnPfY,O5,,3,2.08,1.00 | 0.55 | 0.54,НЕТ
1dzzobOxDrnfAtUhaxmkA2efWgbrCDsqG05eknzsdsn0,M6,2,3,2.99,1.00 | 1.00 | 1.00,ДА
1lLNdg3dP_sT3kfBkquHeUPoxUHzAcmKf-ACZCKqn-aw,O10,,3,2.24,1.00 | 0.66 | 0.58,НЕТ
1bIv9JQsDh527KgEu3Bkxsqgjt4PEYkwu9teDKuwYK90,O10,,3,2.03,0.99 | 0.99 | 0.05,НЕТ
148sjSgKgISUBFtTwROlpiQ117NDXXxI2DyzvCFMhYT0,O6,,3,1.83,0.99 | 0.61 | 0.23,НЕТ
1vDZKVaGrJRklSV96etwEjI1vZwJ5DdXJr4dvjMSJtsQ,M18,3,3,2.97,0.99 | 0.99 | 0.99,ДА
13v9dzvEX5soFKkskMu7difbD5PuSFnAEuMDRAY2xDC0,F5,,3,2.96,0.99 | 0.99 | 0.99,ДА
1qmK1w9Y7sfU_1NE8sg1ERebv2O-KkcWZBeCfacSVr-o,O16,,3,2.77,0.98 | 0.94 | 0.85,НЕТ
1FIAT6riAGCmfxXX6QgPYQgYY0g2Gs3h1cy0yDyi46DQ,O5,,3,2.95,0.98 | 0.98 | 0.98,ДА
1AxqhZSp2p0LO8,T29,,3,2.09,0.98 | 0.85 | 0.26,НЕТ
1vgw2yhLVZzGUYobdxD2DKvKpg1v_QJ9y20WvB35IU6s,O7,,3,1.73,0.98 | 0.58 | 0.17,НЕТ
1qbdKJRUObJsk_f1LeYyN0uypmYJO3E7w6yGbkwiHaqA,O5,,3,2.57,0.97 | 0.97 | 0.62,НЕТ
1NWxa4T7StiIzi0mI61zVuhSv7BuSnZOOEjLfHrRofwg,R25,,3,2.92,0.97 | 0.97 | 0.97,ДА
1YJnyrjvXqfqiDT0y_gbloCY2TucI7WnZg33twpwPTFw,N7,,3,1.11,0.97 | 0.09 | 0.05,НЕТ
1f9k4qtumif1P9fcPCGLdbif08kBNHkoJDMxtMIY8Z9E,O16,,3,1.60,0.97 | 0.32 | 0.30,НЕТ
1a4NeN0Ev_ZzByB_32ZFhLEQavbWrWDOztcFXjhVUHvo,O4,,3,1.36,0.97 | 0.33 | 0.05,НЕТ
1DRALMbBaKgFMjl1iE4Xhv_NJqfwgmYDZjoHXsqnR3Lo,O10,,3,1.98,0.97 | 0.61 | 0.40,НЕТ
1DRALMbBaKgFMjl1iE4Xhv_NJqfwgmYDZjoHXsqnR3Lo,O8,,3,1.98,0.97 | 0.61 | 0.40,НЕТ
1aawF1xQj3hsK8dgfHhIJb90fY7f7wVfU2e3HGT3NIok,Q11,,3,2.90,0.97 | 0.97 | 0.97,ДА
1kg_QUd5sVXhfeEp66gTqamAWbRm1yUYWJQK9kluXwp8,O21,,3,2.15,0.97 | 0.76 | 0.43,НЕТ
1dA1aVcRIrqUF8VX-rq0Prbo7HC8d73e-bo6n8UJESFU,K101,3,3,2.89,0.96 | 0.96 | 0.96,ДА
1JnRCHm7Vonh_6kFltsB8Dqs1o9Gk08c7wJae_IPzTFE,N4,,3,2.88,0.96 | 0.96 | 0.96,ДА
1vDZKVaGrJRklSV96etwEjI1vZwJ5DdXJr4dvjMSJtsQ,M12,,3,2.88,0.96 | 0.96 | 0.96,ДА
1NWxa4T7StiIzi0mI61zVuhSv7BuSnZOOEjLfHrRofwg,R4,,3,2.88,0.96 | 0.96 | 0.96,ДА
1XnlBA4LBSHmyCSXJXVVfTGRjSXV0j1riqj-K7jnRyGQ,O6,,3,1.76,0.96 | 0.58 | 0.22,НЕТ
18Bic-w40JZs1MxD7aLrWDqSrsb8DvSKTktZAiCDKiXY,M6,,3,2.88,0.96 | 0.96 | 0.96,ДА
1UAnfEhWKKwLLE_N_raoDB91CIi8-5qQ2uSK_rjZupLE,O7,,3,2.35,0.96 | 0.84 | 0.56,НЕТ
1AxqhZSp2p0LO8,T32,,3,1.78,0.96 | 0.55 | 0.27,НЕТ
1SPOdimf3PO4bdjeb-k8qD25p5QhHXXJ_CeZwmWVNhAU,O5,,3,1.51,0.96 | 0.48 | 0.07,НЕТ
155PgnXWVJjE3xy-c047yzGHBLMIYDB7VghVTYOg5Bgo,N15,,3,1.49,0.95 | 0.48 | 0.05,НЕТ
1dj2T_RYa1vVKESBzH5dkukege7h5qvoLJ6gA9JPbQGA,O6,,3,1.45,0.95 | 0.31 | 0.20,НЕТ
1dj2T_RYa1vVKESBzH5dkukege7h5qvoLJ6gA9JPbQGA,O8,,3,1.45,0.95 | 0.31 | 0.20,НЕТ
1eeV2mh3_oy8qU3T_dooLzP-8DGbIcvhCjRMKZo2A6zo,O5,,3,1.90,0.95 | 0.57 | 0.38,НЕТ
1gAc2WocHYb-yyoQD-ecD22zvPb4dxO3qebRGKklWXSY,Q41,2,3,2.84,0.95 | 0.95 | 0.95,ДА
1ppbZkChuQc6cphgLYTQmpcNhZzBSNtF8xnKvc9Gq9rM,K57,,3,2.48,0.94 | 0.82 | 0.72,НЕТ
1znZxLbBTp1BKDDaVgRROuxoYf8mf7cUVvmtdsphX6Dg,O5,,3,1.99,0.94 | 0.54 | 0.52,НЕТ
1EZYKFMOGIAbFpHNKwmVA8w5YYN0XBh-o-uG6-csrRd8,N9,,3,2.05,0.94 | 0.76 | 0.34,НЕТ
1xrzvnCTlSvDPwNigD4qFF8q11r0zANOsrbUTxyh4gp0,N4,,3,1.93,0.94 | 0.57 | 0.42,НЕТ
1yfV8DtssdavEVl-rGOEas5-0V0BPULH6heyiLer5C_o,N10,,3,2.44,0.94 | 0.93 | 0.57,НЕТ
1T2x-SQF2ZID3NHUMHQz_wnW6LahiKZuE4Wk6DW0KVvc,O6,,3,2.47,0.94 | 0.79 | 0.74,НЕТ
1dA1aVcRIrqUF8VX-rq0Prbo7HC8d73e-bo6n8UJESFU,K71,2,3,2.81,0.94 | 0.94 | 0.94,ДА
1d7nEnxSHNbFbUYzdNJ76QEgEpjPEHJ9Ai3Bk7TEFTXc,O25,,3,2.65,0.93 | 0.91 | 0.81,НЕТ
1Q0ZncLe4VO3DH5qOr7jM5972TobdV8Em4ErZaxY7hvM,O12,,3,1.12,0.93 | 0.14 | 0.04,НЕТ
1097pgQuFeE_KabMLXEHvwb0DWbjgXbOHR3u4VG6VUb4,O4,,3,1.81,0.93 | 0.85 | 0.03,НЕТ
1dA1aVcRIrqUF8VX-rq0Prbo7HC8d73e-bo6n8UJESFU,K71,3,3,2.79,0.93 | 0.93 | 0.93,ДА
1YzinDOb4jgB2rl_STGdIa9LwJvVnsLjlTKk6lVQYnSA,O15,,3,2.50,0.93 | 0.82 | 0.75,НЕТ
1gAc2WocHYb-yyoQD-ecD22zvPb4dxO3qebRGKklWXSY,Q4,,3,2.79,0.93 | 0.93 | 0.93,ДА
1_bukj2NbYZ1qZ15sClDpuC0VhnnNhdil-WdUYMNsuYE,O7,,3,2.13,0.93 | 0.71 | 0.50,НЕТ
1QrJiLJDJOa3nhx53wf5x0MzRUqXbIJ5tN8KbVLbv6oI,P31,2,3,2.77,0.92 | 0.92 | 0.92,ДА
1dNe-jOx4LMx145xpavvnaGZK9mOmgbcRAaX47IFlmDc,O9,,3,2.48,0.92 | 0.83 | 0.74,НЕТ
1DL2TLOxxDAEGUOg-at9ACtfD-iOW_iF8DQaUdY12bRY,O8,,3,1.80,0.92 | 0.49 | 0.39,НЕТ
19N-Ca-DX19F3oyqiQ5NNuSN1BHbruVET6FOgvpzj2cM,O10,,3,2.06,0.92 | 0.58 | 0.56,НЕТ
1D15VQR6rpugMHoyoTVuI0MDdJq_64M-4TGkVg6ngAy0,N4,,3,2.55,0.92 | 0.89 | 0.74,НЕТ
1fid4xNvhbVLLQneQPDEuZskKBS_0llIFQTlC33EOp_4,O12,,3,2.17,0.92 | 0.87 | 0.38,НЕТ
1EgdAPZGwG7kYNzaLZN4nSnGEclbF2QCDQojb0vQTT6Q,O4,,3,2.41,0.92 | 0.84 | 0.65,НЕТ
1HG1BjX0jJtdJmlkpVUpuMvN5lOcVQSbqVVmsLGmO_Rc,O4,,3,2.11,0.91 | 0.62 | 0.57,НЕТ
1vzPDAGMxIg112tmxodn7oA4wfEmODkeEzBsxB9hM28E,O4,,3,1.70,0.91 | 0.42 | 0.37,НЕТ
1lo0se8SovrmlEu4UIo0_dvNpBtjP4RtSmFX7mGdQ630,N16,,3,1.48,0.91 | 0.36 | 0.21,НЕТ
1D15VQR6rpugMHoyoTVuI0MDdJq_64M-4TGkVg6ngAy0,N13,,3,1.94,0.91 | 0.55 | 0.47,НЕТ
1Wyfjxa6UeRRkIPb3in3JB0ujj_2rpszX81m1Zv_dwO4,O5,,3,1.42,0.91 | 0.40 | 0.11,НЕТ
1dY4z4cDZZC19A73QEMcb4hGRaDEFqy7efp7jmfinLgo,O8,,3,1.80,0.91 | 0.49 | 0.40,НЕТ
1FIAT6riAGCmfxXX6QgPYQgYY0g2Gs3h1cy0yDyi46DQ,O5,2,3,2.73,0.91 | 0.91 | 0.91,ДА
171CegwY31Tr0-ka0vdiTUG70jUUB3o85RgJm9YZJBm4,O14,,3,1.81,0.91 | 0.59 | 0.31,НЕТ
1RdWIV18-UERfR5aMKMzM4kB__zc5w4dyc4xgWolRnFw,O12,,3,1.33,0.91 | 0.29 | 0.14,НЕТ
14LyqTTGEvnQMIBjoOwW-2IPr206PjXT7QFo-GcRQ-qQ,O6,,3,1.77,0.91 | 0.55 | 0.32,НЕТ
1dzzobOxDrnfAtUhaxmkA2efWgbrCDsqG05eknzsdsn0,M42,4,3,2.71,0.90 | 0.90 | 0.90,ДА
1ApiONr3kXOJd7f6GoGYsPKEAhngtmhrjVS85hvpRwsw,N9,,3,1.58,0.90 | 0.46 | 0.22,НЕТ
1nFrsG0ng1Jb2VU1rVuOtxyMSkeLlKCiPv4PSKrne8Gg,O14,,3,1.36,0.90 | 0.26 | 0.19,НЕТ
1LNVECVbqEOUhekrR87esByggnqW8RaE4HSGZM2HQsFE,O6,,3,1.95,0.90 | 0.75 | 0.30,НЕТ
18x39lbdjpnWAdx6B3mptdSsjg7HMcmOtfm2SJM-Ympw,R4,,3,2.70,0.90 | 0.90 | 0.90,ДА
1G3b8gxlSKvIM-yzZGKI5wn09-YoKyF40K5kT-1P6qG0,O10,,3,1.07,0.90 | 0.12 | 0.05,НЕТ
1CVmucC_nGEEGAreA_0P1Pla1WkS6i-x2l7hlk7LQ7v8,O4,,3,2.17,0.90 | 0.70 | 0.57,НЕТ
1s6SH8UKVJb2q1hfAoH9Uezro0dyVj4eTmX99-cXrJH8,O14,,3,1.78,0.90 | 0.63 | 0.24,НЕТ
1EaF5mGO4noTQEcAv7tQAEPokOUXah1InPq5ROHz-ZfQ,O6,,3,1.67,0.90 | 0.45 | 0.32,НЕТ
1yDfGRSIdA6vyI5CbbIrXJ1eWZayR03x2rL0QujxycH8,O10,,3,1.20,0.90 | 0.19 | 0.11,НЕТ
1_PZNQbSWl0ZGv7mX9AsrVPHkC3_4OWaFFdnaTPq3Jb0,N4,,3,1.15,0.90 | 0.14 | 0.12,НЕТ
1dzzobOxDrnfAtUhaxmkA2efWgbrCDsqG05eknzsdsn0,M29,3,3,2.68,0.89 | 0.89 | 0.89,ДА
1Pw94g4V1j0aHB4H0Isw6djFLG1doesS9mMK0vDB5h_4,O9,,3,1.72,0.89 | 0.46 | 0.37,НЕТ
1G84fRx-TINEznJWAYUCUXnvpwqSR13h51TU9-SV-HNU,L8,,3,2.68,0.89 | 0.89 | 0.89,ДА
1fgWVp6XOOYmc-VuSdMTrGZzF0S8vloAE-yHjxVHOlCE,L20,,3,2.68,0.89 | 0.89 | 0.89,ДА
1hlMvD,I33,,3,1.72,0.89 | 0.65 | 0.17,НЕТ
1Phm_gCqv0lrrIUJQY52ZoZC2zuXQncQYJxwjx7WPjNE,O4,,3,1.29,0.89 | 0.33 | 0.06,НЕТ
1JAU_a6W7hww8SffQhuyI9H2RgCTkrBdYpaL7WixlFqQ,O8,,3,2.45,0.89 | 0.87 | 0.69,НЕТ
1dxsem6M8Kr98rq0F9bcvIMTA8hlhQmuK6CxhylbXBpY,N4,,3,1.65,0.89 | 0.42 | 0.34,НЕТ
1b_JeeeCqmmwBomojAGz-L_xAtnumOcUZlzUrk946w-8,O11,,3,1.41,0.89 | 0.33 | 0.20,НЕТ
1_OLXHsXbF2vxUaykIcxUq17j52gAd7VQXBF-yOkws8A,O36,,3,1.27,0.89 | 0.22 | 0.17,НЕТ
1GE4icDx_vW0QMP1kFprkoOccKxBxsgMvlCft7j-FSIw,O8,,3,1.71,0.89 | 0.72 | 0.10,НЕТ
1MvwSGoj9tBJnrtSa1eqMV3hknZNsfPf9JS7,R10,,3,2.34,0.89 | 0.74 | 0.71,НЕТ
1fMglqN_PvSsRscoI6e4r2fSQXQsTR0fROXAf2Wycij8,N13,,3,1.81,0.88 | 0.72 | 0.21,НЕТ
13PxVoaQ_ZAl1tjkoXdXrWlqr4T_6iq7wZt4CS0yub44,M4,3,3,2.64,0.88 | 0.88 | 0.88,ДА
1dA1aVcRIrqUF8VX-rq0Prbo7HC8d73e-bo6n8UJESFU,K95,2,3,2.64,0.88 | 0.88 | 0.88,ДА
1MvwSGoj9tBJnrtSa1eqMV3hknZNsfPf9JS7,R4,,3,1.13,0.88 | 0.13 | 0.11,НЕТ
10saY1-_x2vUTZq24QcSTxprZ-ZCkNS8stlHjqAa3B4Y,P4,,3,1.27,0.88 | 0.27 | 0.12,НЕТ
1fHSRAF3xwVHjm45OYtO_3pyiYTww-t-Hnh9g0EHqsjc,O13,,3,1.52,0.88 | 0.41 | 0.24,НЕТ
19ZEci7jdIZZ6q5QGEhOORyE5kSAGRAxd,L5,,3,2.46,0.88 | 0.80 | 0.79,НЕТ
180_wVdpXy8O5Fm7KvviS5fctEdapJpEWCzbDGX3afbU,O8,,3,2.49,0.87 | 0.83 | 0.79,НЕТ
1a4hwVRinB3smeFu6PE9OUGO6rgPJReghn4cjLM0374M,O22,,3,2.19,0.87 | 0.74 | 0.58,НЕТ
1fTMg4UWx3QbsIOGgtdr-ok6yix6mskvwlCqN80nLdfQ,O26,,3,1.76,0.87 | 0.46 | 0.43,НЕТ
1ESg4mxcRxvxYtx02EfniQLi,R20,,3,2.11,0.87 | 0.75 | 0.50,НЕТ
1R5di0UxL2-25CA99DL_EMQLrPNKve_JRfHovS8hQ4io,O4,,3,2.16,0.87 | 0.82 | 0.47,НЕТ
10drduZNjyWCdzJT6zwQsLDKEwhsPNSgt7K_OaWor2Oc,O13,,3,1.54,0.87 | 0.40 | 0.27,НЕТ
1PE3wVfniuqaKrW2JXHnUPay9ng0q3AvfD6hfk5GgQwQ,N6,,3,2.42,0.87 | 0.81 | 0.74,НЕТ
1JSa9ukdDoDSdTxK_-8PXPKrK9PycpK1KqVllmENzV-A,O4,,3,1.53,0.87 | 0.34 | 0.33,НЕТ
1DS-2EfyXjs8DdBTFMSMGENcYh7MJu6LsaBSKGTvcSSw,O8,,3,2.04,0.86 | 0.76 | 0.42,НЕТ
155PgnXWVJjE3xy-c047yzGHBLMIYDB7VghVTYOg5Bgo,N6,,3,1.81,0.86 | 0.75 | 0.19,НЕТ
1vvICu0ihHoVoHJobsM-qgI804w-oDXaMKv-UzDadyCY,O5,,3,1.62,0.86 | 0.41 | 0.34,НЕТ
1tBdSB78SPTE9-2ngy2pnpb_DQwuKZAGoRFaubpdlaAs,P6,,3,2.58,0.86 | 0.86 | 0.86,ДА
10RO9HW5vKd8ukaye4dr1G3Q8tDmehco94_5cCjPXYu8,O4,,3,1.85,0.86 | 0.69 | 0.30,НЕТ
1AjhIaEQnRlK-MjYm4NZ9IlTfZvtlBa8OCQhOPVA9zd0,N8,,3,2.00,0.86 | 0.86 | 0.29,НЕТ
15osNwDb2Cv3y3L7B1I55PW8zjxKc9dAeJbFlNHtFS08,R6,2,3,2.57,0.86 | 0.86 | 0.86,ДА
1gAc2WocHYb-yyoQD-ecD22zvPb4dxO3qebRGKklWXSY,Q59,,3,2.57,0.86 | 0.86 | 0.86,ДА
1fgWVp6XOOYmc-VuSdMTrGZzF0S8vloAE-yHjxVHOlCE,L38,5,3,2.57,0.86 | 0.86 | 0.86,ДА
