ID Проекта,Название проекта,ID Товара,Название товара,Строка в Excel,Тираж в БД,Маршрут,Ссылка на Google Sheets,Проверено,Реальный тираж из Excel,Нужно ÷10
2,"[Просчет] Иллан / Расчет_СТМ (Liquid Metall, WP, farforite)_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025",14331,"Набор бокалов 
(2 шт.)",4,300,ЖД,https://docs.google.com/spreadsheets/d/1z07ou0HniDjd6YIirKqgTGLklvuM3V4DYoDXCjY_zwg,,,
2,"[Просчет] Иллан / Расчет_СТМ (Liquid Metall, WP, farforite)_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025",14331,"Набор бокалов 
(2 шт.)",4,300,АВИА,https://docs.google.com/spreadsheets/d/1z07ou0HniDjd6YIirKqgTGLklvuM3V4DYoDXCjY_zwg,,,
2,"[Просчет] Иллан / Расчет_СТМ (Liquid Metall, WP, farforite)_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025",14331,"Набор бокалов 
(2 шт.)",4,500,ЖД,https://docs.google.com/spreadsheets/d/1z07ou0HniDjd6YIirKqgTGLklvuM3V4DYoDXCjY_zwg,,,
2,"[Просчет] Иллан / Расчет_СТМ (Liquid Metall, WP, farforite)_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025",14331,"Набор бокалов 
(2 шт.)",4,500,АВИА,https://docs.google.com/spreadsheets/d/1z07ou0HniDjd6YIirKqgTGLklvuM3V4DYoDXCjY_zwg,,,
2,"[Просчет] Иллан / Расчет_СТМ (Liquid Metall, WP, farforite)_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025",14331,"Набор бокалов 
(2 шт.)",4,1000,АВИА,https://docs.google.com/spreadsheets/d/1z07ou0HniDjd6YIirKqgTGLklvuM3V4DYoDXCjY_zwg,,,
2,"[Просчет] Иллан / Расчет_СТМ (Liquid Metall, WP, farforite)_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025",14331,"Набор бокалов 
(2 шт.)",4,1000,ЖД,https://docs.google.com/spreadsheets/d/1z07ou0HniDjd6YIirKqgTGLklvuM3V4DYoDXCjY_zwg,,,
2,"[Просчет] Иллан / Расчет_СТМ (Liquid Metall, WP, farforite)_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025",14332,"Набор стаканов 
(2 шт.)",7,300,ЖД,https://docs.google.com/spreadsheets/d/1z07ou0HniDjd6YIirKqgTGLklvuM3V4DYoDXCjY_zwg,,,
2,"[Просчет] Иллан / Расчет_СТМ (Liquid Metall, WP, farforite)_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025",14332,"Набор стаканов 
(2 шт.)",7,300,АВИА,https://docs.google.com/spreadsheets/d/1z07ou0HniDjd6YIirKqgTGLklvuM3V4DYoDXCjY_zwg,,,
2,"[Просчет] Иллан / Расчет_СТМ (Liquid Metall, WP, farforite)_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025",14332,"Набор стаканов 
(2 шт.)",7,500,ЖД,https://docs.google.com/spreadsheets/d/1z07ou0HniDjd6YIirKqgTGLklvuM3V4DYoDXCjY_zwg,,,
2,"[Просчет] Иллан / Расчет_СТМ (Liquid Metall, WP, farforite)_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025",14332,"Набор стаканов 
(2 шт.)",7,500,АВИА,https://docs.google.com/spreadsheets/d/1z07ou0HniDjd6YIirKqgTGLklvuM3V4DYoDXCjY_zwg,,,
2,"[Просчет] Иллан / Расчет_СТМ (Liquid Metall, WP, farforite)_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025",14332,"Набор стаканов 
(2 шт.)",7,1000,ЖД,https://docs.google.com/spreadsheets/d/1z07ou0HniDjd6YIirKqgTGLklvuM3V4DYoDXCjY_zwg,,,
2,"[Просчет] Иллан / Расчет_СТМ (Liquid Metall, WP, farforite)_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025",14332,"Набор стаканов 
(2 шт.)",7,1000,АВИА,https://docs.google.com/spreadsheets/d/1z07ou0HniDjd6YIirKqgTGLklvuM3V4DYoDXCjY_zwg,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14335,Чехол для ноутбука,4,300,ЖД,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14335,Чехол для ноутбука,4,300,АВИА,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14335,Чехол для ноутбука,4,500,ЖД,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14335,Чехол для ноутбука,4,500,АВИА,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14335,Чехол для ноутбука,4,1000,ЖД,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14335,Чехол для ноутбука,4,1000,АВИА,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14336,сумка треугольник,7,300,ЖД,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14336,сумка треугольник,7,300,АВИА,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14336,сумка треугольник,7,500,ЖД,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14336,сумка треугольник,7,500,АВИА,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14336,сумка треугольник,7,1000,ЖД,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14336,сумка треугольник,7,1000,АВИА,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14337,Нессесер,10,300,ЖД,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14337,Нессесер,10,300,АВИА,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14337,Нессесер,10,500,ЖД,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14337,Нессесер,10,500,АВИА,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14337,Нессесер,10,1000,ЖД,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14337,Нессесер,10,1000,АВИА,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14338,Нессесер,13,300,ЖД,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14338,Нессесер,13,300,АВИА,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14339,гирлянда,14,300,АВИА,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14339,гирлянда,14,300,ЖД,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14339,гирлянда,14,500,АВИА,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14339,гирлянда,14,500,ЖД,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14339,гирлянда,14,1000,ЖД,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14339,гирлянда,14,1000,АВИА,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14340,гирлянда,18,300,АВИА,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14340,гирлянда,18,300,ЖД,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14340,гирлянда,18,500,ЖД,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14340,гирлянда,18,500,АВИА,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14340,гирлянда,18,1000,АВИА,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14340,гирлянда,18,1000,ЖД,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14341,Рюкзак COMBO mini,22,300,ЖД,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14341,Рюкзак COMBO mini,22,300,АВИА,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14341,Рюкзак COMBO mini,22,300,АВИА,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14341,Рюкзак COMBO mini,22,300,ЖД,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14342,Карман подвесной,24,300,ЖД,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14342,Карман подвесной,24,300,АВИА,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14343,Стропа для навесных карманов,25,300,ЖД,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
5,[Просчет] Екатерина Елагина / Расчет_Liquid Metall_150-1000 шт_Гарда Технологии_КГИ_ММ 29-08-2025,14343,Стропа для навесных карманов,25,300,АВИА,https://docs.google.com/spreadsheets/d/1fneRd0tJvI15Z8dje_PEfXSUN9tJO5ori-6Rl-ZX60U,,,
6,[Просчет] Ольга Стародубцева Иллан / бокалы 29-08-2025,14344,"Набор бокалов 
(2 шт.)",4,300,АВИА,https://docs.google.com/spreadsheets/d/143skEdtv5fuhORfdxhkoZPwmWkoJfFC-vEGxwcWscSI,,,
6,[Просчет] Ольга Стародубцева Иллан / бокалы 29-08-2025,14344,"Набор бокалов 
(2 шт.)",4,300,ЖД,https://docs.google.com/spreadsheets/d/143skEdtv5fuhORfdxhkoZPwmWkoJfFC-vEGxwcWscSI,,,
6,[Просчет] Ольга Стародубцева Иллан / бокалы 29-08-2025,14344,"Набор бокалов 
(2 шт.)",4,1690,АВИА,https://docs.google.com/spreadsheets/d/143skEdtv5fuhORfdxhkoZPwmWkoJfFC-vEGxwcWscSI,,,
6,[Просчет] Ольга Стародубцева Иллан / бокалы 29-08-2025,14344,"Набор бокалов 
(2 шт.)",4,1690,ЖД,https://docs.google.com/spreadsheets/d/143skEdtv5fuhORfdxhkoZPwmWkoJfFC-vEGxwcWscSI,,,
6,[Просчет] Ольга Стародубцева Иллан / бокалы 29-08-2025,14344,"Набор бокалов 
(2 шт.)",4,2740,АВИА,https://docs.google.com/spreadsheets/d/143skEdtv5fuhORfdxhkoZPwmWkoJfFC-vEGxwcWscSI,,,
6,[Просчет] Ольга Стародубцева Иллан / бокалы 29-08-2025,14344,"Набор бокалов 
(2 шт.)",4,2740,ЖД,https://docs.google.com/spreadsheets/d/143skEdtv5fuhORfdxhkoZPwmWkoJfFC-vEGxwcWscSI,,,
6,[Просчет] Ольга Стародубцева Иллан / бокалы 29-08-2025,14345,"Набор стаканов 
(2 шт.)",7,300,ЖД,https://docs.google.com/spreadsheets/d/143skEdtv5fuhORfdxhkoZPwmWkoJfFC-vEGxwcWscSI,,,
6,[Просчет] Ольга Стародубцева Иллан / бокалы 29-08-2025,14345,"Набор стаканов 
(2 шт.)",7,300,АВИА,https://docs.google.com/spreadsheets/d/143skEdtv5fuhORfdxhkoZPwmWkoJfFC-vEGxwcWscSI,,,
6,[Просчет] Ольга Стародубцева Иллан / бокалы 29-08-2025,14345,"Набор стаканов 
(2 шт.)",7,1690,ЖД,https://docs.google.com/spreadsheets/d/143skEdtv5fuhORfdxhkoZPwmWkoJfFC-vEGxwcWscSI,,,
6,[Просчет] Ольга Стародубцева Иллан / бокалы 29-08-2025,14345,"Набор стаканов 
(2 шт.)",7,1690,АВИА,https://docs.google.com/spreadsheets/d/143skEdtv5fuhORfdxhkoZPwmWkoJfFC-vEGxwcWscSI,,,
6,[Просчет] Ольга Стародубцева Иллан / бокалы 29-08-2025,14345,"Набор стаканов 
(2 шт.)",7,2740,АВИА,https://docs.google.com/spreadsheets/d/143skEdtv5fuhORfdxhkoZPwmWkoJfFC-vEGxwcWscSI,,,
6,[Просчет] Ольга Стародубцева Иллан / бокалы 29-08-2025,14345,"Набор стаканов 
(2 шт.)",7,2740,ЖД,https://docs.google.com/spreadsheets/d/143skEdtv5fuhORfdxhkoZPwmWkoJfFC-vEGxwcWscSI,,,
10,[Просчет-РФ] Елена Zeytz / Неваляшки - 500 000 шт/ 1 000 000 шт 28-08-2025,14346,Платок,4,500000,АВИА,https://docs.google.com/spreadsheets/d/1rF5dHUs_U6Gn982w2bWifhsAeYRMvK1SLXlIGol-Y6k,,,
10,[Просчет-РФ] Елена Zeytz / Неваляшки - 500 000 шт/ 1 000 000 шт 28-08-2025,14346,Платок,4,500000,ЖД,https://docs.google.com/spreadsheets/d/1rF5dHUs_U6Gn982w2bWifhsAeYRMvK1SLXlIGol-Y6k,,,
10,[Просчет-РФ] Елена Zeytz / Неваляшки - 500 000 шт/ 1 000 000 шт 28-08-2025,14346,Платок,4,1000000,ЖД,https://docs.google.com/spreadsheets/d/1rF5dHUs_U6Gn982w2bWifhsAeYRMvK1SLXlIGol-Y6k,,,
10,[Просчет-РФ] Елена Zeytz / Неваляшки - 500 000 шт/ 1 000 000 шт 28-08-2025,14346,Платок,4,1000000,АВИА,https://docs.google.com/spreadsheets/d/1rF5dHUs_U6Gn982w2bWifhsAeYRMvK1SLXlIGol-Y6k,,,
10,[Просчет-РФ] Елена Zeytz / Неваляшки - 500 000 шт/ 1 000 000 шт 28-08-2025,14347,Жестяная шкатулка,6,500000,АВИА,https://docs.google.com/spreadsheets/d/1rF5dHUs_U6Gn982w2bWifhsAeYRMvK1SLXlIGol-Y6k,,,
10,[Просчет-РФ] Елена Zeytz / Неваляшки - 500 000 шт/ 1 000 000 шт 28-08-2025,14347,Жестяная шкатулка,6,500000,ЖД,https://docs.google.com/spreadsheets/d/1rF5dHUs_U6Gn982w2bWifhsAeYRMvK1SLXlIGol-Y6k,,,
10,[Просчет-РФ] Елена Zeytz / Неваляшки - 500 000 шт/ 1 000 000 шт 28-08-2025,14347,Жестяная шкатулка,6,1000000,ЖД,https://docs.google.com/spreadsheets/d/1rF5dHUs_U6Gn982w2bWifhsAeYRMvK1SLXlIGol-Y6k,,,
10,[Просчет-РФ] Елена Zeytz / Неваляшки - 500 000 шт/ 1 000 000 шт 28-08-2025,14347,Жестяная шкатулка,6,1000000,АВИА,https://docs.google.com/spreadsheets/d/1rF5dHUs_U6Gn982w2bWifhsAeYRMvK1SLXlIGol-Y6k,,,
10,[Просчет-РФ] Елена Zeytz / Неваляшки - 500 000 шт/ 1 000 000 шт 28-08-2025,14348,"Набор: платок в шкатулке, упакованные в цветную коробку",8,500000,АВИА,https://docs.google.com/spreadsheets/d/1rF5dHUs_U6Gn982w2bWifhsAeYRMvK1SLXlIGol-Y6k,,,
10,[Просчет-РФ] Елена Zeytz / Неваляшки - 500 000 шт/ 1 000 000 шт 28-08-2025,14348,"Набор: платок в шкатулке, упакованные в цветную коробку",8,500000,ЖД,https://docs.google.com/spreadsheets/d/1rF5dHUs_U6Gn982w2bWifhsAeYRMvK1SLXlIGol-Y6k,,,
10,[Просчет-РФ] Елена Zeytz / Неваляшки - 500 000 шт/ 1 000 000 шт 28-08-2025,14348,"Набор: платок в шкатулке, упакованные в цветную коробку",8,1000000,ЖД,https://docs.google.com/spreadsheets/d/1rF5dHUs_U6Gn982w2bWifhsAeYRMvK1SLXlIGol-Y6k,,,
10,[Просчет-РФ] Елена Zeytz / Неваляшки - 500 000 шт/ 1 000 000 шт 28-08-2025,14348,"Набор: платок в шкатулке, упакованные в цветную коробку",8,1000000,АВИА,https://docs.google.com/spreadsheets/d/1rF5dHUs_U6Gn982w2bWifhsAeYRMvK1SLXlIGol-Y6k,,,
11,[Просчет-РФ] Альбина Миллениум / Дождевик 28-08-2025,14350,Дождевик,4,500,АВИА,https://docs.google.com/spreadsheets/d/1NO4faaRWqWxRnBpP5SC65327BuR6kerPlEBz-ziyYe4,,,
11,[Просчет-РФ] Альбина Миллениум / Дождевик 28-08-2025,14350,Дождевик,4,500,ЖД,https://docs.google.com/spreadsheets/d/1NO4faaRWqWxRnBpP5SC65327BuR6kerPlEBz-ziyYe4,,,
12,"[Просчет] Илья / Футболка, шорты, худи 28-08-2025",14351,Футболка,4,300,ЖД,https://docs.google.com/spreadsheets/d/16t27DZ6EnQVx7DeHN9F1GKr4Ae9o5KL9luBS_rQ8WKg,,,
12,"[Просчет] Илья / Футболка, шорты, худи 28-08-2025",14351,Футболка,4,300,АВИА,https://docs.google.com/spreadsheets/d/16t27DZ6EnQVx7DeHN9F1GKr4Ae9o5KL9luBS_rQ8WKg,,,
12,"[Просчет] Илья / Футболка, шорты, худи 28-08-2025",14352,Шорты с карманами на замке,5,300,АВИА,https://docs.google.com/spreadsheets/d/16t27DZ6EnQVx7DeHN9F1GKr4Ae9o5KL9luBS_rQ8WKg,,,
12,"[Просчет] Илья / Футболка, шорты, худи 28-08-2025",14352,Шорты с карманами на замке,5,300,ЖД,https://docs.google.com/spreadsheets/d/16t27DZ6EnQVx7DeHN9F1GKr4Ae9o5KL9luBS_rQ8WKg,,,
12,"[Просчет] Илья / Футболка, шорты, худи 28-08-2025",14353,Кофта,6,300,ЖД,https://docs.google.com/spreadsheets/d/16t27DZ6EnQVx7DeHN9F1GKr4Ae9o5KL9luBS_rQ8WKg,,,
12,"[Просчет] Илья / Футболка, шорты, худи 28-08-2025",14353,Кофта,6,300,АВИА,https://docs.google.com/spreadsheets/d/16t27DZ6EnQVx7DeHN9F1GKr4Ae9o5KL9luBS_rQ8WKg,,,
12,"[Просчет] Илья / Футболка, шорты, худи 28-08-2025",14354,Кофта с флисом внутри,7,300,АВИА,https://docs.google.com/spreadsheets/d/16t27DZ6EnQVx7DeHN9F1GKr4Ae9o5KL9luBS_rQ8WKg,,,
12,"[Просчет] Илья / Футболка, шорты, худи 28-08-2025",14354,Кофта с флисом внутри,7,300,ЖД,https://docs.google.com/spreadsheets/d/16t27DZ6EnQVx7DeHN9F1GKr4Ae9o5KL9luBS_rQ8WKg,,,
20,[Просчет-РФ] Елизавета / Куб-антистресс 27-08-2025,14397,Куб-антистресс,4,2200,АВИА,https://docs.google.com/spreadsheets/d/1nav9w2dzra5xaIFAHOGMKys3by0jCd7imB0NzYieLAo,,,
20,[Просчет-РФ] Елизавета / Куб-антистресс 27-08-2025,14397,Куб-антистресс,4,2200,ЖД,https://docs.google.com/spreadsheets/d/1nav9w2dzra5xaIFAHOGMKys3by0jCd7imB0NzYieLAo,,,
20,[Просчет-РФ] Елизавета / Куб-антистресс 27-08-2025,14398,Куб-антистресс,6,2200,АВИА,https://docs.google.com/spreadsheets/d/1nav9w2dzra5xaIFAHOGMKys3by0jCd7imB0NzYieLAo,,,
20,[Просчет-РФ] Елизавета / Куб-антистресс 27-08-2025,14398,Куб-антистресс,6,2200,ЖД,https://docs.google.com/spreadsheets/d/1nav9w2dzra5xaIFAHOGMKys3by0jCd7imB0NzYieLAo,,,
20,[Просчет-РФ] Елизавета / Куб-антистресс 27-08-2025,14398,Куб-антистресс,6,2200,АВИА,https://docs.google.com/spreadsheets/d/1nav9w2dzra5xaIFAHOGMKys3by0jCd7imB0NzYieLAo,,,
20,[Просчет-РФ] Елизавета / Куб-антистресс 27-08-2025,14398,Куб-антистресс,6,2200,ЖД,https://docs.google.com/spreadsheets/d/1nav9w2dzra5xaIFAHOGMKys3by0jCd7imB0NzYieLAo,,,
20,[Просчет-РФ] Елизавета / Куб-антистресс 27-08-2025,14398,Куб-антистресс,6,2200,АВИА,https://docs.google.com/spreadsheets/d/1nav9w2dzra5xaIFAHOGMKys3by0jCd7imB0NzYieLAo,,,
20,[Просчет-РФ] Елизавета / Куб-антистресс 27-08-2025,14398,Куб-антистресс,6,2200,ЖД,https://docs.google.com/spreadsheets/d/1nav9w2dzra5xaIFAHOGMKys3by0jCd7imB0NzYieLAo,,,
20,[Просчет-РФ] Елизавета / Куб-антистресс 27-08-2025,14399,Куб-антистресс,9,2200,ЖД,https://docs.google.com/spreadsheets/d/1nav9w2dzra5xaIFAHOGMKys3by0jCd7imB0NzYieLAo,,,
20,[Просчет-РФ] Елизавета / Куб-антистресс 27-08-2025,14399,Куб-антистресс,9,2200,АВИА,https://docs.google.com/spreadsheets/d/1nav9w2dzra5xaIFAHOGMKys3by0jCd7imB0NzYieLAo,,,
20,[Просчет-РФ] Елизавета / Куб-антистресс 27-08-2025,14400,Куб-антистресс,11,2130,АВИА,https://docs.google.com/spreadsheets/d/1nav9w2dzra5xaIFAHOGMKys3by0jCd7imB0NzYieLAo,,,
20,[Просчет-РФ] Елизавета / Куб-антистресс 27-08-2025,14400,Куб-антистресс,11,2130,ЖД,https://docs.google.com/spreadsheets/d/1nav9w2dzra5xaIFAHOGMKys3by0jCd7imB0NzYieLAo,,,
20,[Просчет-РФ] Елизавета / Куб-антистресс 27-08-2025,14401,Куб-антистресс,13,2130,ЖД,https://docs.google.com/spreadsheets/d/1nav9w2dzra5xaIFAHOGMKys3by0jCd7imB0NzYieLAo,,,
