,"Manager:  
Email: 
Phone: ",,,,,,,,
Photo,Name,Description,Custom,"Quantity, pcs","Price per item, including air delivery  ",,,"Sample price (does not include delivery cost), $",Add Photos
,,,,,"Price per item, $","Price per item, AED",Circulation period,,
,Stickers (delivery to Dubai),"Material: cardboard, paper/resin
Size: A5, 75*105 mm
Package: OPP bag
*the price is valid when ordering a given quantity, when ordering in smaller quantities it is necessary to calculate the cost again","Design: 
20,000 pcs - 3D resin stickers
20,000 pcs - flat paper stickers
Аll in accordance with the layout and Pantone colors",40000,"0,68","2,4","Production: 60 calendar days
+ Delivery:  15-20 calendar days","110,00",
,Stickers (delivery to Jeddah),"Material: cardboard, paper/resin
Size: A5, 75*105 mm
Package: OPP bag
*the price is valid when ordering a given quantity, when ordering in smaller quantities it is necessary to calculate the cost again","Design: 
20,000 pcs - 3D resin stickers
20,000 pcs - flat paper stickers
Аll in accordance with the layout and Pantone colors",40000,"1,03","3,5","Production: 60 calendar days
+ Delivery:  25-30 calendar days",-,
,Stickers (delivery to Qatar),"Material: cardboard, paper/resin
Size: A5, 75*105 mm
Package: OPP bag
*the price is valid when ordering a given quantity, when ordering in smaller quantities it is necessary to calculate the cost again","Design: 
20,000 pcs - 3D resin stickers
20,000 pcs - flat paper stickers
Аll in accordance with the layout and Pantone colors",40000,"0,85","2,9","Production: 60 calendar days
+ Delivery:  25-30 calendar days",-,
